fecha,t_promedio_c,t_minima_c,t_maxima_c,precipitacion_mm,hdd,cdd,evento_helada,enso_index,tendencia_c,estacionalidad_c,anio,mes,dia_semana,trimestre,hdd_acum_mes,cdd_acum_mes,dias_helada_mes
2016-09-26,10.65,8.24,14.43,2.22,0.0,0.645,0,0.108,0.0347,0.2195,2016,9,Monday,3,1.37,77.87,0
2016-09-27,9.29,5.25,13.47,4.51,0.712,0.0,0,0.101,0.0348,0.1808,2016,9,Tuesday,3,2.09,77.87,0
2016-09-28,7.77,3.72,12.16,0.25,2.2263,0.0,0,0.098,0.0348,0.1425,2016,9,Wednesday,3,4.31,77.87,0
2016-09-29,12.17,8.8,15.78,1.52,0.0,2.1671,0,0.1,0.0349,0.1044,2016,9,Thursday,3,4.31,80.03,0
2016-09-30,16.13,12.2,20.18,0.2,0.0,6.1323,0,0.093,0.0349,0.0666,2016,9,Friday,3,4.31,86.16,0
2016-10-01,16.18,13.04,21.24,2.72,0.0,6.1777,0,0.081,0.035,0.0292,2016,10,Saturday,4,0.0,6.18,0
2016-10-02,19.61,17.34,23.86,1.09,0.0,9.6104,0,0.071,0.035,-0.0079,2016,10,Sunday,4,0.0,15.79,0
2016-10-03,20.85,18.26,24.14,13.37,0.0,10.8507,0,0.067,0.0351,-0.0445,2016,10,Monday,4,0.0,26.64,0
2016-10-04,18.54,16.18,22.06,1.22,0.0,8.541,0,0.064,0.0352,-0.0808,2016,10,Tuesday,4,0.0,35.18,0
2016-10-05,16.31,13.77,19.26,0.0,0.0,6.3112,0,0.07,0.0352,-0.1166,2016,10,Wednesday,4,0.0,41.49,0
2016-10-06,15.32,12.08,18.78,7.99,0.0,5.3156,0,0.077,0.0353,-0.1519,2016,10,Thursday,4,0.0,46.81,0
2016-10-07,14.53,10.75,18.55,2.35,0.0,4.534,0,0.067,0.0353,-0.1868,2016,10,Friday,4,0.0,51.34,0
2016-10-08,17.43,13.08,22.64,4.35,0.0,7.4324,0,0.063,0.0354,-0.2211,2016,10,Saturday,4,0.0,58.77,0
2016-10-09,16.68,13.57,20.2,6.73,0.0,6.6779,0,0.056,0.0354,-0.255,2016,10,Sunday,4,0.0,65.45,0
2016-10-10,15.53,12.33,19.53,0.0,0.0,5.5284,0,0.055,0.0355,-0.2882,2016,10,Monday,4,0.0,70.98,0
2016-10-11,12.9,9.56,17.71,1.76,0.0,2.8995,0,0.052,0.0355,-0.321,2016,10,Tuesday,4,0.0,73.88,0
2016-10-12,13.39,9.89,18.1,0.0,0.0,3.3924,0,0.056,0.0356,-0.3531,2016,10,Wednesday,4,0.0,77.27,0
2016-10-13,13.86,11.13,17.08,1.07,0.0,3.8611,0,0.052,0.0356,-0.3847,2016,10,Thursday,4,0.0,81.13,0
2016-10-14,15.38,12.48,18.74,5.99,0.0,5.3828,0,0.054,0.0357,-0.4156,2016,10,Friday,4,0.0,86.52,0
2016-10-15,12.04,8.43,15.88,3.67,0.0,2.0437,0,0.051,0.0358,-0.4459,2016,10,Saturday,4,0.0,88.56,0
2016-10-16,9.24,5.32,13.54,2.64,0.7648,0.0,0,0.039,0.0358,-0.4756,2016,10,Sunday,4,0.76,88.56,0
2016-10-17,8.83,5.48,13.5,0.0,1.1693,0.0,0,0.042,0.0359,-0.5046,2016,10,Monday,4,1.93,88.56,0
2016-10-18,7.14,3.54,11.49,4.32,2.8608,0.0,0,0.037,0.0359,-0.533,2016,10,Tuesday,4,4.79,88.56,0
2016-10-19,3.93,0.36,7.43,6.96,6.0706,0.0,1,0.035,0.036,-0.5606,2016,10,Wednesday,4,10.87,88.56,1
2016-10-20,2.88,-0.32,6.26,6.26,7.1215,0.0,1,0.033,0.036,-0.5876,2016,10,Thursday,4,17.99,88.56,2
2016-10-21,6.81,3.54,10.12,0.94,3.1913,0.0,0,0.032,0.0361,-0.6139,2016,10,Friday,4,21.18,88.56,2
2016-10-22,9.01,4.64,12.84,6.11,0.9877,0.0,0,0.027,0.0361,-0.6394,2016,10,Saturday,4,22.17,88.56,2
2016-10-23,12.99,8.73,17.22,0.56,0.0,2.9861,0,0.013,0.0362,-0.6643,2016,10,Sunday,4,22.17,91.54,2
2016-10-24,11.35,8.13,14.44,1.51,0.0,1.3474,0,-0.001,0.0362,-0.6884,2016,10,Monday,4,22.17,92.89,2
2016-10-25,12.36,9.36,16.52,2.13,0.0,2.3559,0,-0.007,0.0363,-0.7118,2016,10,Tuesday,4,22.17,95.25,2
2016-10-26,12.99,9.12,16.85,0.0,0.0,2.9906,0,-0.015,0.0364,-0.7344,2016,10,Wednesday,4,22.17,98.24,2
2016-10-27,12.15,8.76,15.88,3.24,0.0,2.1498,0,-0.02,0.0364,-0.7563,2016,10,Thursday,4,22.17,100.39,2
2016-10-28,9.27,6.77,13.78,1.89,0.7321,0.0,0,-0.021,0.0365,-0.7774,2016,10,Friday,4,22.9,100.39,2
2016-10-29,8.36,4.26,12.99,15.46,1.636,0.0,0,-0.031,0.0365,-0.7978,2016,10,Saturday,4,24.53,100.39,2
2016-10-30,9.69,6.96,13.7,3.04,0.3052,0.0,0,-0.038,0.0366,-0.8174,2016,10,Sunday,4,24.84,100.39,2
2016-10-31,11.53,8.39,15.51,1.88,0.0,1.5299,0,-0.037,0.0366,-0.8363,2016,10,Monday,4,24.84,101.92,2
2016-11-01,14.47,12.02,17.93,2.81,0.0,4.4676,0,-0.044,0.0367,-0.8544,2016,11,Tuesday,4,0.0,4.47,0
2016-11-02,12.98,9.89,17.88,1.84,0.0,2.9777,0,-0.052,0.0367,-0.8717,2016,11,Wednesday,4,0.0,7.45,0
2016-11-03,13.41,9.5,17.85,3.08,0.0,3.4053,0,-0.051,0.0368,-0.8883,2016,11,Thursday,4,0.0,10.85,0
2016-11-04,14.62,11.73,18.09,0.0,0.0,4.6155,0,-0.059,0.0369,-0.9041,2016,11,Friday,4,0.0,15.47,0
2016-11-05,14.7,11.58,17.26,4.86,0.0,4.7007,0,-0.064,0.0369,-0.9191,2016,11,Saturday,4,0.0,20.17,0
2016-11-06,12.6,8.73,17.39,7.99,0.0,2.5968,0,-0.068,0.037,-0.9334,2016,11,Sunday,4,0.0,22.76,0
2016-11-07,12.77,9.34,17.24,13.16,0.0,2.7741,0,-0.073,0.037,-0.9469,2016,11,Monday,4,0.0,25.54,0
2016-11-08,13.23,10.27,17.06,0.5,0.0,3.225,0,-0.07,0.0371,-0.9597,2016,11,Tuesday,4,0.0,28.76,0
2016-11-09,11.65,8.14,16.88,2.05,0.0,1.6526,0,-0.076,0.0371,-0.9718,2016,11,Wednesday,4,0.0,30.42,0
2016-11-10,9.12,4.74,14.13,1.15,0.8822,0.0,0,-0.079,0.0372,-0.9831,2016,11,Thursday,4,0.88,30.42,0
2016-11-11,9.98,6.88,14.08,1.51,0.0232,0.0,0,-0.082,0.0372,-0.9936,2016,11,Friday,4,0.91,30.42,0
2016-11-12,10.15,6.79,15.02,0.93,0.0,0.1494,0,-0.087,0.0373,-1.0035,2016,11,Saturday,4,0.91,30.56,0
2016-11-13,12.23,9.16,16.46,1.95,0.0,2.2308,0,-0.087,0.0373,-1.0126,2016,11,Sunday,4,0.91,32.8,0
2016-11-14,12.23,10.1,15.75,1.51,0.0,2.233,0,-0.092,0.0374,-1.0211,2016,11,Monday,4,0.91,35.03,0
2016-11-15,10.35,7.36,14.34,1.02,0.0,0.3454,0,-0.094,0.0375,-1.0288,2016,11,Tuesday,4,0.91,35.37,0
2016-11-16,9.05,4.77,13.38,0.0,0.9504,0.0,0,-0.096,0.0375,-1.0358,2016,11,Wednesday,4,1.86,35.37,0
2016-11-17,11.75,7.75,16.09,2.46,0.0,1.7534,0,-0.097,0.0376,-1.0422,2016,11,Thursday,4,1.86,37.13,0
2016-11-18,10.99,7.41,15.1,2.8,0.0,0.9901,0,-0.103,0.0376,-1.0479,2016,11,Friday,4,1.86,38.12,0
2016-11-19,7.41,3.59,12.48,2.29,2.5903,0.0,0,-0.113,0.0377,-1.053,2016,11,Saturday,4,4.45,38.12,0
2016-11-20,6.58,2.14,11.11,2.26,3.4154,0.0,0,-0.112,0.0377,-1.0574,2016,11,Sunday,4,7.86,38.12,0
2016-11-21,7.68,4.37,11.65,19.16,2.3207,0.0,0,-0.11,0.0378,-1.0612,2016,11,Monday,4,10.18,38.12,0
2016-11-22,9.58,5.75,14.85,5.68,0.4222,0.0,0,-0.11,0.0378,-1.0643,2016,11,Tuesday,4,10.6,38.12,0
2016-11-23,11.51,9.5,15.08,0.55,0.0,1.5117,0,-0.117,0.0379,-1.0669,2016,11,Wednesday,4,10.6,39.63,0
2016-11-24,10.49,7.53,15.28,1.0,0.0,0.4938,0,-0.122,0.0379,-1.0689,2016,11,Thursday,4,10.6,40.12,0
2016-11-25,10.66,7.21,15.42,0.83,0.0,0.6582,0,-0.127,0.038,-1.0704,2016,11,Friday,4,10.6,40.78,0
2016-11-26,13.31,9.31,18.49,14.11,0.0,3.3068,0,-0.128,0.0381,-1.0712,2016,11,Saturday,4,10.6,44.09,0
2016-11-27,14.54,11.39,18.29,8.32,0.0,4.5437,0,-0.127,0.0381,-1.0716,2016,11,Sunday,4,10.6,48.63,0
2016-11-28,11.8,8.77,15.23,0.22,0.0,1.8002,0,-0.13,0.0382,-1.0714,2016,11,Monday,4,10.6,50.43,0
2016-11-29,7.28,3.43,12.22,0.37,2.7238,0.0,0,-0.127,0.0382,-1.0707,2016,11,Tuesday,4,13.33,50.43,0
2016-11-30,6.14,2.38,10.31,0.58,3.8641,0.0,0,-0.136,0.0383,-1.0696,2016,11,Wednesday,4,17.19,50.43,0
2016-12-01,5.53,0.92,9.75,3.26,4.471,0.0,1,-0.135,0.0383,-1.068,2016,12,Thursday,4,4.47,0.0,1
2016-12-02,8.93,4.74,14.52,4.76,1.0738,0.0,0,-0.148,0.0384,-1.0659,2016,12,Friday,4,5.54,0.0,1
2016-12-03,11.91,8.63,15.49,7.11,0.0,1.9065,0,-0.148,0.0384,-1.0634,2016,12,Saturday,4,5.54,1.91,1
2016-12-04,12.0,8.48,16.04,3.86,0.0,1.9991,0,-0.153,0.0385,-1.0605,2016,12,Sunday,4,5.54,3.91,1
2016-12-05,8.41,4.91,12.75,6.02,1.5924,0.0,0,-0.157,0.0385,-1.0572,2016,12,Monday,4,7.14,3.91,1
2016-12-06,7.09,4.02,12.03,0.99,2.9126,0.0,0,-0.159,0.0386,-1.0535,2016,12,Tuesday,4,10.05,3.91,1
2016-12-07,7.63,3.81,11.81,0.48,2.3705,0.0,0,-0.164,0.0387,-1.0495,2016,12,Wednesday,4,12.42,3.91,1
2016-12-08,9.13,5.01,13.66,1.25,0.8701,0.0,0,-0.165,0.0387,-1.0451,2016,12,Thursday,4,13.29,3.91,1
2016-12-09,12.4,8.31,17.25,0.0,0.0,2.4019,0,-0.165,0.0388,-1.0404,2016,12,Friday,4,13.29,6.31,1
2016-12-10,11.96,8.38,15.77,1.19,0.0,1.9567,0,-0.167,0.0388,-1.0355,2016,12,Saturday,4,13.29,8.26,1
2016-12-11,11.05,7.55,15.35,3.97,0.0,1.0466,0,-0.172,0.0389,-1.0302,2016,12,Sunday,4,13.29,9.31,1
2016-12-12,10.27,6.42,14.89,3.82,0.0,0.2731,0,-0.167,0.0389,-1.0247,2016,12,Monday,4,13.29,9.58,1
2016-12-13,12.85,9.43,17.39,1.85,0.0,2.8549,0,-0.171,0.039,-1.019,2016,12,Tuesday,4,13.29,12.44,1
2016-12-14,13.75,10.09,17.89,1.64,0.0,3.7496,0,-0.178,0.039,-1.0131,2016,12,Wednesday,4,13.29,16.19,1
2016-12-15,13.07,9.44,17.19,0.72,0.0,3.0729,0,-0.179,0.0391,-1.0069,2016,12,Thursday,4,13.29,19.26,1
2016-12-16,11.17,8.02,15.37,1.31,0.0,1.1677,0,-0.176,0.0392,-1.0006,2016,12,Friday,4,13.29,20.43,1
2016-12-17,10.09,6.62,14.69,0.23,0.0,0.0856,0,-0.176,0.0392,-0.9941,2016,12,Saturday,4,13.29,20.51,1
2016-12-18,12.2,7.55,16.96,0.28,0.0,2.1993,0,-0.176,0.0393,-0.9875,2016,12,Sunday,4,13.29,22.71,1
2016-12-19,14.62,11.15,18.56,0.49,0.0,4.6221,0,-0.18,0.0393,-0.9808,2016,12,Monday,4,13.29,27.34,1
2016-12-20,15.13,10.98,19.32,1.35,0.0,5.1347,0,-0.176,0.0394,-0.974,2016,12,Tuesday,4,13.29,32.47,1
2016-12-21,15.95,11.76,20.98,3.0,0.0,5.951,0,-0.18,0.0394,-0.9671,2016,12,Wednesday,4,13.29,38.42,1
2016-12-22,11.43,7.26,17.8,8.19,0.0,1.4311,0,-0.184,0.0395,-0.9601,2016,12,Thursday,4,13.29,39.85,1
2016-12-23,11.7,7.53,15.94,2.08,0.0,1.6984,0,-0.187,0.0395,-0.9531,2016,12,Friday,4,13.29,41.55,1
2016-12-24,12.1,7.66,17.27,0.67,0.0,2.104,0,-0.19,0.0396,-0.9461,2016,12,Saturday,4,13.29,43.66,1
2016-12-25,10.41,6.83,14.67,7.61,0.0,0.4051,0,-0.192,0.0396,-0.9391,2016,12,Sunday,4,13.29,44.06,1
2016-12-26,9.64,5.98,14.59,5.95,0.3607,0.0,0,-0.196,0.0397,-0.932,2016,12,Monday,4,13.65,44.06,1
2016-12-27,11.92,7.69,16.35,5.8,0.0,1.9211,0,-0.195,0.0398,-0.925,2016,12,Tuesday,4,13.65,45.98,1
2016-12-28,12.85,8.05,17.51,7.29,0.0,2.8527,0,-0.205,0.0398,-0.9181,2016,12,Wednesday,4,13.65,48.83,1
2016-12-29,13.28,9.26,18.14,4.02,0.0,3.2791,0,-0.205,0.0399,-0.9112,2016,12,Thursday,4,13.65,52.11,1
2016-12-30,15.36,10.99,19.83,3.26,0.0,5.3613,0,-0.207,0.0399,-0.9044,2016,12,Friday,4,13.65,57.47,1
2016-12-31,14.29,10.75,18.94,0.63,0.0,4.2864,0,-0.211,0.04,-0.8977,2016,12,Saturday,4,13.65,61.76,1
2017-01-01,12.61,9.7,17.45,2.59,0.0,2.6062,0,-0.22,0.04,-0.8911,2017,1,Sunday,1,0.0,2.61,0
2017-01-02,10.02,5.26,15.79,2.84,0.0,0.0172,0,-0.22,0.0401,-0.8847,2017,1,Monday,1,0.0,2.62,0
2017-01-03,3.35,-0.72,9.01,3.02,6.6543,0.0,1,-0.223,0.0401,-0.8783,2017,1,Tuesday,1,6.65,2.62,1
2017-01-04,6.7,2.43,11.82,1.29,3.2982,0.0,0,-0.228,0.0402,-0.8721,2017,1,Wednesday,1,9.95,2.62,1
2017-01-05,9.34,6.42,13.87,0.0,0.6635,0.0,0,-0.236,0.0402,-0.8661,2017,1,Thursday,1,10.62,2.62,1
2017-01-06,10.57,6.84,15.54,4.52,0.0,0.5668,0,-0.237,0.0403,-0.8603,2017,1,Friday,1,10.62,3.19,1
2017-01-07,11.67,8.09,17.0,6.63,0.0,1.6675,0,-0.239,0.0404,-0.8546,2017,1,Saturday,1,10.62,4.86,1
2017-01-08,12.07,7.31,17.31,3.65,0.0,2.068,0,-0.242,0.0404,-0.8492,2017,1,Sunday,1,10.62,6.93,1
2017-01-09,13.48,9.68,17.65,2.78,0.0,3.4805,0,-0.248,0.0405,-0.844,2017,1,Monday,1,10.62,10.41,1
2017-01-10,14.66,9.54,20.75,15.83,0.0,4.6596,0,-0.252,0.0405,-0.839,2017,1,Tuesday,1,10.62,15.07,1
2017-01-11,14.4,10.46,18.67,6.05,0.0,4.3974,0,-0.259,0.0406,-0.8342,2017,1,Wednesday,1,10.62,19.46,1
2017-01-12,13.93,8.99,19.14,0.41,0.0,3.9287,0,-0.272,0.0406,-0.8297,2017,1,Thursday,1,10.62,23.39,1
2017-01-13,13.24,9.24,19.06,1.56,0.0,3.2405,0,-0.278,0.0407,-0.8254,2017,1,Friday,1,10.62,26.63,1
2017-01-14,12.14,8.75,16.57,0.0,0.0,2.1398,0,-0.281,0.0407,-0.8214,2017,1,Saturday,1,10.62,28.77,1
2017-01-15,11.19,7.95,15.15,0.54,0.0,1.1932,0,-0.282,0.0408,-0.8176,2017,1,Sunday,1,10.62,29.97,1
2017-01-16,9.92,5.46,15.19,4.44,0.0786,0.0,0,-0.287,0.0408,-0.8141,2017,1,Monday,1,10.69,29.97,1
2017-01-17,9.66,5.06,14.38,0.68,0.3397,0.0,0,-0.288,0.0409,-0.8109,2017,1,Tuesday,1,11.03,29.97,1
2017-01-18,13.26,9.34,18.53,1.15,0.0,3.2578,0,-0.288,0.041,-0.808,2017,1,Wednesday,1,11.03,33.22,1
2017-01-19,14.47,11.09,19.62,8.88,0.0,4.4708,0,-0.292,0.041,-0.8053,2017,1,Thursday,1,11.03,37.69,1
2017-01-20,13.41,9.01,18.03,13.38,0.0,3.4066,0,-0.294,0.0411,-0.803,2017,1,Friday,1,11.03,41.1,1
2017-01-21,14.44,10.33,18.5,0.16,0.0,4.4433,0,-0.303,0.0411,-0.8009,2017,1,Saturday,1,11.03,45.54,1
2017-01-22,15.35,10.86,20.01,0.94,0.0,5.3546,0,-0.302,0.0412,-0.7991,2017,1,Sunday,1,11.03,50.9,1
2017-01-23,14.99,10.37,20.31,4.74,0.0,4.9866,0,-0.308,0.0412,-0.7977,2017,1,Monday,1,11.03,55.89,1
2017-01-24,14.71,11.07,18.8,1.92,0.0,4.7145,0,-0.309,0.0413,-0.7965,2017,1,Tuesday,1,11.03,60.6,1
2017-01-25,17.89,12.94,22.86,4.56,0.0,7.8944,0,-0.306,0.0413,-0.7956,2017,1,Wednesday,1,11.03,68.49,1
2017-01-26,22.03,17.17,27.63,0.54,0.0,12.0349,0,-0.309,0.0414,-0.795,2017,1,Thursday,1,11.03,80.53,1
2017-01-27,21.04,16.88,25.63,2.24,0.0,11.0405,0,-0.315,0.0415,-0.7947,2017,1,Friday,1,11.03,91.57,1
2017-01-28,18.5,14.18,23.68,0.43,0.0,8.4992,0,-0.321,0.0415,-0.7947,2017,1,Saturday,1,11.03,100.07,1
2017-01-29,17.91,13.8,22.87,2.9,0.0,7.9148,0,-0.331,0.0416,-0.795,2017,1,Sunday,1,11.03,107.98,1
2017-01-30,15.11,11.58,19.27,0.0,0.0,5.1132,0,-0.335,0.0416,-0.7956,2017,1,Monday,1,11.03,113.1,1
2017-01-31,14.46,9.41,19.95,2.87,0.0,4.4635,0,-0.338,0.0417,-0.7965,2017,1,Tuesday,1,11.03,117.56,1
2017-02-01,16.79,13.46,21.32,1.02,0.0,6.786,0,-0.332,0.0417,-0.7976,2017,2,Wednesday,1,0.0,6.79,0
2017-02-02,19.42,14.77,24.64,1.38,0.0,9.4169,0,-0.331,0.0418,-0.799,2017,2,Thursday,1,0.0,16.2,0
2017-02-03,17.71,12.76,24.12,0.5,0.0,7.7061,0,-0.332,0.0418,-0.8007,2017,2,Friday,1,0.0,23.91,0
2017-02-04,18.14,13.26,24.35,1.06,0.0,8.1415,0,-0.337,0.0419,-0.8026,2017,2,Saturday,1,0.0,32.05,0
2017-02-05,17.32,13.36,23.13,0.92,0.0,7.3169,0,-0.337,0.0419,-0.8048,2017,2,Sunday,1,0.0,39.37,0
2017-02-06,15.72,10.4,21.57,4.67,0.0,5.716,0,-0.341,0.042,-0.8072,2017,2,Monday,1,0.0,45.08,0
2017-02-07,11.2,6.26,17.43,1.73,0.0,1.2005,0,-0.339,0.0421,-0.8099,2017,2,Tuesday,1,0.0,46.28,0
2017-02-08,9.96,5.05,15.55,2.7,0.0445,0.0,0,-0.346,0.0421,-0.8127,2017,2,Wednesday,1,0.04,46.28,0
2017-02-09,10.9,6.94,15.69,2.23,0.0,0.9042,0,-0.346,0.0422,-0.8158,2017,2,Thursday,1,0.04,47.19,0
2017-02-10,10.58,5.67,15.25,6.86,0.0,0.5776,0,-0.359,0.0422,-0.8191,2017,2,Friday,1,0.04,47.77,0
2017-02-11,10.73,5.97,16.57,1.13,0.0,0.7271,0,-0.365,0.0423,-0.8226,2017,2,Saturday,1,0.04,48.49,0
2017-02-12,13.9,9.63,19.04,1.06,0.0,3.8969,0,-0.366,0.0423,-0.8262,2017,2,Sunday,1,0.04,52.39,0
2017-02-13,17.45,13.5,22.89,11.61,0.0,7.4493,0,-0.357,0.0424,-0.8301,2017,2,Monday,1,0.04,59.84,0
2017-02-14,15.35,11.18,20.49,0.37,0.0,5.3542,0,-0.36,0.0424,-0.834,2017,2,Tuesday,1,0.04,65.19,0
2017-02-15,12.56,7.98,18.42,2.22,0.0,2.5585,0,-0.354,0.0425,-0.8382,2017,2,Wednesday,1,0.04,67.75,0
2017-02-16,10.39,5.97,15.57,4.49,0.0,0.3907,0,-0.353,0.0425,-0.8424,2017,2,Thursday,1,0.04,68.14,0
2017-02-17,9.87,4.52,15.03,0.75,0.1275,0.0,0,-0.351,0.0426,-0.8467,2017,2,Friday,1,0.17,68.14,0
2017-02-18,8.67,4.38,14.14,0.27,1.3255,0.0,0,-0.35,0.0427,-0.8512,2017,2,Saturday,1,1.5,68.14,0
2017-02-19,6.15,0.96,11.47,5.41,3.8454,0.0,1,-0.352,0.0427,-0.8557,2017,2,Sunday,1,5.34,68.14,1
2017-02-20,2.34,-2.12,8.05,0.0,7.6639,0.0,1,-0.346,0.0428,-0.8603,2017,2,Monday,1,13.01,68.14,2
2017-02-21,1.82,-4.12,7.36,17.85,8.183,0.0,1,-0.351,0.0428,-0.8649,2017,2,Tuesday,1,21.19,68.14,3
2017-02-22,5.34,0.49,10.33,0.89,4.6597,0.0,1,-0.36,0.0429,-0.8696,2017,2,Wednesday,1,25.85,68.14,4
2017-02-23,9.6,4.69,15.51,11.02,0.3997,0.0,0,-0.355,0.0429,-0.8743,2017,2,Thursday,1,26.25,68.14,4
2017-02-24,15.13,11.18,19.83,1.22,0.0,5.1308,0,-0.357,0.043,-0.879,2017,2,Friday,1,26.25,73.27,4
2017-02-25,15.81,11.56,21.2,11.32,0.0,5.8068,0,-0.364,0.043,-0.8836,2017,2,Saturday,1,26.25,79.08,4
2017-02-26,14.64,10.07,19.74,0.62,0.0,4.6388,0,-0.365,0.0431,-0.8883,2017,2,Sunday,1,26.25,83.72,4
2017-02-27,14.75,11.4,19.15,0.81,0.0,4.7468,0,-0.363,0.0431,-0.8928,2017,2,Monday,1,26.25,88.47,4
2017-02-28,11.89,6.44,17.91,0.71,0.0,1.894,0,-0.362,0.0432,-0.8973,2017,2,Tuesday,1,26.25,90.36,4
2017-03-01,12.18,8.17,17.46,4.02,0.0,2.1812,0,-0.368,0.0433,-0.9017,2017,3,Wednesday,1,0.0,2.18,0
2017-03-02,14.22,9.64,19.61,0.74,0.0,4.2168,0,-0.378,0.0433,-0.906,2017,3,Thursday,1,0.0,6.4,0
2017-03-03,14.21,9.16,20.24,3.07,0.0,4.2052,0,-0.374,0.0434,-0.9101,2017,3,Friday,1,0.0,10.6,0
2017-03-04,13.5,9.13,19.22,6.09,0.0,3.4958,0,-0.369,0.0434,-0.9141,2017,3,Saturday,1,0.0,14.1,0
2017-03-05,14.44,9.81,19.83,0.19,0.0,4.4422,0,-0.371,0.0435,-0.918,2017,3,Sunday,1,0.0,18.54,0
2017-03-06,14.46,10.12,20.13,4.94,0.0,4.4619,0,-0.373,0.0435,-0.9216,2017,3,Monday,1,0.0,23.0,0
2017-03-07,13.18,8.37,18.14,0.0,0.0,3.1807,0,-0.378,0.0436,-0.9251,2017,3,Tuesday,1,0.0,26.18,0
2017-03-08,13.84,9.18,18.69,0.0,0.0,3.838,0,-0.38,0.0436,-0.9283,2017,3,Wednesday,1,0.0,30.02,0
2017-03-09,15.59,11.02,20.66,4.82,0.0,5.5913,0,-0.375,0.0437,-0.9312,2017,3,Thursday,1,0.0,35.61,0
2017-03-10,15.07,10.45,20.86,7.6,0.0,5.0715,0,-0.379,0.0438,-0.9339,2017,3,Friday,1,0.0,40.68,0
2017-03-11,13.89,9.41,20.48,0.53,0.0,3.8855,0,-0.385,0.0438,-0.9364,2017,3,Saturday,1,0.0,44.57,0
2017-03-12,12.13,8.67,17.71,0.61,0.0,2.1271,0,-0.393,0.0439,-0.9385,2017,3,Sunday,1,0.0,46.7,0
2017-03-13,11.08,5.36,17.13,0.0,0.0,1.0768,0,-0.393,0.0439,-0.9403,2017,3,Monday,1,0.0,47.77,0
2017-03-14,11.97,6.78,17.66,13.2,0.0,1.9693,0,-0.393,0.044,-0.9417,2017,3,Tuesday,1,0.0,49.74,0
2017-03-15,9.72,5.13,14.45,2.91,0.2809,0.0,0,-0.401,0.044,-0.9428,2017,3,Wednesday,1,0.28,49.74,0
2017-03-16,9.39,5.06,14.79,24.8,0.6106,0.0,0,-0.406,0.0441,-0.9435,2017,3,Thursday,1,0.89,49.74,0
2017-03-17,8.65,4.47,13.41,0.13,1.3471,0.0,0,-0.404,0.0441,-0.9438,2017,3,Friday,1,2.24,49.74,0
2017-03-18,9.43,4.56,14.14,0.78,0.5747,0.0,0,-0.411,0.0442,-0.9437,2017,3,Saturday,1,2.81,49.74,0
2017-03-19,13.31,9.21,19.19,2.34,0.0,3.3125,0,-0.411,0.0442,-0.9432,2017,3,Sunday,1,2.81,53.06,0
2017-03-20,14.48,9.93,19.93,0.0,0.0,4.476,0,-0.417,0.0443,-0.9422,2017,3,Monday,1,2.81,57.53,0
2017-03-21,15.61,10.73,20.83,2.01,0.0,5.6093,0,-0.423,0.0444,-0.9408,2017,3,Tuesday,1,2.81,63.14,0
2017-03-22,14.76,10.16,19.45,0.86,0.0,4.7638,0,-0.425,0.0444,-0.9388,2017,3,Wednesday,1,2.81,67.9,0
2017-03-23,11.12,6.05,16.13,0.2,0.0,1.1198,0,-0.431,0.0445,-0.9364,2017,3,Thursday,1,2.81,69.02,0
2017-03-24,11.47,7.19,17.03,2.35,0.0,1.4663,0,-0.434,0.0445,-0.9335,2017,3,Friday,1,2.81,70.49,0
2017-03-25,9.66,5.47,14.75,0.83,0.3446,0.0,0,-0.433,0.0446,-0.93,2017,3,Saturday,1,3.16,70.49,0
2017-03-26,11.36,6.2,17.3,0.71,0.0,1.3592,0,-0.424,0.0446,-0.926,2017,3,Sunday,1,3.16,71.85,0
2017-03-27,10.43,6.22,16.9,1.86,0.0,0.4341,0,-0.427,0.0447,-0.9214,2017,3,Monday,1,3.16,72.28,0
2017-03-28,8.36,3.39,14.89,8.61,1.6449,0.0,0,-0.43,0.0447,-0.9162,2017,3,Tuesday,1,4.8,72.28,0
2017-03-29,8.69,5.18,13.76,0.07,1.3117,0.0,0,-0.433,0.0448,-0.9105,2017,3,Wednesday,1,6.11,72.28,0
2017-03-30,8.25,3.34,13.79,13.43,1.7474,0.0,0,-0.436,0.0448,-0.9042,2017,3,Thursday,1,7.86,72.28,0
2017-03-31,9.12,5.54,14.02,0.08,0.8797,0.0,0,-0.438,0.0449,-0.8972,2017,3,Friday,1,8.74,72.28,0
2017-04-01,11.23,6.88,16.8,4.68,0.0,1.2254,0,-0.431,0.045,-0.8896,2017,4,Saturday,2,0.0,1.23,0
2017-04-02,14.15,9.76,20.76,1.56,0.0,4.1496,0,-0.44,0.045,-0.8814,2017,4,Sunday,2,0.0,5.38,0
2017-04-03,13.72,9.53,19.25,2.65,0.0,3.7211,0,-0.442,0.0451,-0.8726,2017,4,Monday,2,0.0,9.1,0
2017-04-04,12.18,6.99,17.7,0.31,0.0,2.1794,0,-0.441,0.0451,-0.8631,2017,4,Tuesday,2,0.0,11.28,0
2017-04-05,12.58,8.29,18.37,4.82,0.0,2.5772,0,-0.442,0.0452,-0.8529,2017,4,Wednesday,2,0.0,13.85,0
2017-04-06,11.13,6.52,16.17,0.12,0.0,1.1261,0,-0.448,0.0452,-0.8421,2017,4,Thursday,2,0.0,14.98,0
2017-04-07,11.16,7.43,17.21,0.67,0.0,1.1609,0,-0.453,0.0453,-0.8305,2017,4,Friday,2,0.0,16.14,0
