fecha,estacion_id,t_promedio_c,t_minima_c,t_maxima_c,hdd,cdd,hdd_acumulado,evento_helada,enso_index,precipitacion_mm
2023-04-13,EST002,9.7,6.92,12.81,0.3,0.0,0.3,0,0.713,5.4
2023-04-13,EST003,15.19,11.3,19.71,0.0,5.19,0.0,0,0.829,1.49
2023-04-14,EST001,17.79,16.2,23.07,0.0,7.79,2.14,0,1.388,4.02
2023-04-14,EST002,11.76,8.3,16.49,0.0,1.76,0.3,0,1.193,2.64
2023-04-14,EST003,16.55,14.69,21.15,0.0,6.55,0.0,0,0.652,5.77
2023-04-15,EST001,8.57,3.88,16.61,1.43,0.0,3.57,0,0.369,4.57
2023-04-15,EST002,10.59,5.95,15.62,0.0,0.59,0.3,0,0.585,5.46
2023-04-15,EST003,17.23,13.52,23.31,0.0,7.23,0.0,0,0.39,1.13
2023-04-16,EST001,13.75,7.52,19.28,0.0,3.75,3.57,0,0.68,4.0
2023-04-16,EST002,9.11,4.2,15.43,0.89,0.0,1.19,0,0.639,2.59
2023-04-16,EST003,13.38,10.04,18.28,0.0,3.38,0.0,0,1.404,3.26
2023-04-17,EST001,11.67,8.64,17.79,0.0,1.67,3.57,0,0.716,2.05
2023-04-17,EST002,15.54,9.41,19.64,0.0,5.54,1.19,0,0.211,7.02
2023-04-17,EST003,11.01,5.82,13.05,0.0,1.01,0.0,0,1.039,0.37
2023-04-18,EST001,14.4,10.38,17.97,0.0,4.4,3.57,0,0.645,6.06
2023-04-18,EST002,12.5,7.62,20.46,0.0,2.5,1.19,0,0.298,8.85
2023-04-18,EST003,12.98,10.33,15.98,0.0,2.98,0.0,0,0.71,6.76
2023-04-19,EST001,12.25,5.98,15.07,0.0,2.25,3.57,0,0.759,0.24
2023-04-19,EST002,13.15,7.82,17.52,0.0,3.15,1.19,0,-0.018,4.6
2023-04-19,EST003,13.81,9.2,20.66,0.0,3.81,0.0,0,0.442,6.04
2023-04-20,EST001,15.55,14.22,21.03,0.0,5.55,3.57,0,0.607,3.76
2023-04-20,EST002,13.11,9.84,17.1,0.0,3.11,1.19,0,0.769,0.74
2023-04-20,EST003,10.01,4.99,13.29,0.0,0.01,0.0,0,0.959,5.39
2023-04-21,EST001,8.26,5.28,15.05,1.74,0.0,5.31,0,0.46,2.61
2023-04-21,EST002,13.4,8.22,18.02,0.0,3.4,1.19,0,0.575,8.27
2023-04-21,EST003,17.07,11.6,22.2,0.0,7.07,0.0,0,0.512,1.51
2023-04-22,EST001,13.88,9.25,20.98,0.0,3.88,5.31,0,0.945,0.51
2023-04-22,EST002,14.87,12.37,19.29,0.0,4.87,1.19,0,0.825,9.99
2023-04-22,EST003,20.49,15.58,25.22,0.0,10.49,0.0,0,0.91,6.66
2023-04-23,EST001,11.77,5.08,17.12,0.0,1.77,5.31,0,0.894,6.0
2023-04-23,EST002,13.29,8.03,17.36,0.0,3.29,1.19,0,0.577,0.7
2023-04-23,EST003,13.82,8.65,19.51,0.0,3.82,0.0,0,1.247,3.98
2023-04-24,EST001,14.24,11.88,18.66,0.0,4.24,5.31,0,0.948,6.55
2023-04-24,EST002,11.51,7.62,14.23,0.0,1.51,1.19,0,0.632,6.67
2023-04-24,EST003,14.16,9.41,19.23,0.0,4.16,0.0,0,0.742,2.02
2023-04-25,EST001,14.32,9.69,20.06,0.0,4.32,5.31,0,0.576,2.46
2023-04-25,EST002,14.98,11.7,18.69,0.0,4.98,1.19,0,0.942,2.82
2023-04-25,EST003,15.37,10.44,21.4,0.0,5.37,0.0,0,0.324,7.64
2023-04-26,EST001,13.22,9.77,18.44,0.0,3.22,5.31,0,0.196,5.23
2023-04-26,EST002,9.67,7.7,12.39,0.33,0.0,1.52,0,1.062,2.11
2023-04-26,EST003,16.55,13.35,18.99,0.0,6.55,0.0,0,0.394,7.71
2023-04-27,EST001,12.18,9.0,17.42,0.0,2.18,5.31,0,0.873,7.35
2023-04-27,EST002,15.86,12.4,18.87,0.0,5.86,1.52,0,0.599,4.78
2023-04-27,EST003,10.31,7.75,15.83,0.0,0.31,0.0,0,0.708,4.1
2023-04-28,EST001,10.67,7.02,14.28,0.0,0.67,5.31,0,0.984,7.11
2023-04-28,EST002,7.62,5.01,10.38,2.38,0.0,3.9,0,0.522,3.75
2023-04-28,EST003,9.1,6.48,12.59,0.9,0.0,0.9,0,0.779,4.21
2023-04-29,EST001,10.77,6.5,14.95,0.0,0.77,5.31,0,0.629,9.02
2023-04-29,EST002,15.59,13.54,21.83,0.0,5.59,3.9,0,0.954,0.56
2023-04-29,EST003,14.77,8.46,18.09,0.0,4.77,0.9,0,0.435,7.05
2023-04-30,EST001,13.25,8.42,18.76,0.0,3.25,5.31,0,0.821,0.02
2023-04-30,EST002,14.86,9.11,19.52,0.0,4.86,3.9,0,0.691,0.59
2023-04-30,EST003,14.01,9.15,18.92,0.0,4.01,0.9,0,1.041,3.0
2023-05-01,EST001,13.98,11.51,18.94,0.0,3.98,0.0,0,0.645,4.68
2023-05-01,EST002,11.32,7.52,17.56,0.0,1.32,0.0,0,0.566,0.82
2023-05-01,EST003,17.09,11.02,20.15,0.0,7.09,0.0,0,0.904,2.49
2023-05-02,EST001,13.23,8.79,17.88,0.0,3.23,0.0,0,0.455,1.93
2023-05-02,EST002,9.95,7.2,14.85,0.05,0.0,0.05,0,0.476,6.05
2023-05-02,EST003,16.44,13.31,21.8,0.0,6.44,0.0,0,0.84,5.42
2023-05-03,EST001,12.76,7.65,18.48,0.0,2.76,0.0,0,0.312,6.61
2023-05-03,EST002,14.46,11.6,19.52,0.0,4.46,0.05,0,0.888,3.37
2023-05-03,EST003,15.4,7.85,19.22,0.0,5.4,0.0,0,0.269,4.91
2023-05-04,EST001,14.37,10.72,21.55,0.0,4.37,0.0,0,0.275,6.08
2023-05-04,EST002,10.73,4.15,18.72,0.0,0.73,0.05,0,0.446,2.35
2023-05-04,EST003,14.87,11.45,19.8,0.0,4.87,0.0,0,0.684,1.76
2023-05-05,EST001,12.54,9.57,16.8,0.0,2.54,0.0,0,1.102,0.23
2023-05-05,EST002,14.27,10.69,18.85,0.0,4.27,0.05,0,0.906,5.02
2023-05-05,EST003,14.15,8.7,18.65,0.0,4.15,0.0,0,0.485,0.74
2023-05-06,EST001,10.51,2.09,17.38,0.0,0.51,0.0,0,0.256,0.03
2023-05-06,EST002,13.44,8.62,19.26,0.0,3.44,0.05,0,0.585,3.62
2023-05-06,EST003,13.54,9.41,15.21,0.0,3.54,0.0,0,0.592,1.45
2023-05-07,EST001,13.01,4.53,18.56,0.0,3.01,0.0,0,0.559,6.77
2023-05-07,EST002,13.45,8.82,19.36,0.0,3.45,0.05,0,1.27,0.61
2023-05-07,EST003,13.9,11.29,19.73,0.0,3.9,0.0,0,0.378,2.75
2023-05-08,EST001,11.83,6.37,18.21,0.0,1.83,0.0,0,0.271,4.16
2023-05-08,EST002,10.47,8.36,15.14,0.0,0.47,0.05,0,0.553,11.28
2023-05-08,EST003,13.8,11.87,17.95,0.0,3.8,0.0,0,0.952,10.27
2023-05-09,EST001,8.61,7.43,16.42,1.39,0.0,1.39,0,0.754,1.4
2023-05-09,EST002,13.58,13.53,18.59,0.0,3.58,0.05,0,0.735,6.77
2023-05-09,EST003,10.19,6.06,13.8,0.0,0.19,0.0,0,0.714,1.31
2023-05-10,EST001,11.55,9.04,17.53,0.0,1.55,1.39,0,0.886,3.3
2023-05-10,EST002,12.34,10.51,16.89,0.0,2.34,0.05,0,0.613,11.86
2023-05-10,EST003,9.94,3.74,16.44,0.06,0.0,0.06,0,0.713,9.28
2023-05-11,EST001,13.5,8.92,18.42,0.0,3.5,1.39,0,0.987,7.29
2023-05-11,EST002,10.68,8.66,15.38,0.0,0.68,0.05,0,0.38,3.81
2023-05-11,EST003,15.81,12.5,20.75,0.0,5.81,0.06,0,0.637,6.55
2023-05-12,EST001,6.95,3.86,12.27,3.05,0.0,4.44,0,0.971,2.52
2023-05-12,EST002,7.55,2.62,11.6,2.45,0.0,2.5,0,0.254,2.13
2023-05-12,EST003,12.26,9.17,13.95,0.0,2.26,0.06,0,0.88,7.82
2023-05-13,EST001,14.2,11.91,18.9,0.0,4.2,4.44,0,0.6,5.8
2023-05-13,EST002,13.91,11.01,19.03,0.0,3.91,2.5,0,0.739,8.37
2023-05-13,EST003,14.48,9.3,19.61,0.0,4.48,0.06,0,1.025,5.23
2023-05-14,EST001,10.42,4.31,16.47,0.0,0.42,4.44,0,0.46,2.56
2023-05-14,EST002,12.98,8.29,18.28,0.0,2.98,2.5,0,0.686,9.1
2023-05-14,EST003,15.4,11.11,21.81,0.0,5.4,0.06,0,0.283,5.19
2023-05-15,EST001,17.09,13.42,20.82,0.0,7.09,4.44,0,0.388,0.73
2023-05-15,EST002,10.28,6.84,13.17,0.0,0.28,2.5,0,0.588,6.71
2023-05-15,EST003,10.45,4.17,16.22,0.0,0.45,0.06,0,0.893,2.03
2023-05-16,EST001,14.71,12.35,21.05,0.0,4.71,4.44,0,0.626,5.66
2023-05-16,EST002,9.3,6.64,15.2,0.7,0.0,3.2,0,0.29,5.39
2023-05-16,EST003,9.3,4.03,12.45,0.7,0.0,0.76,0,0.74,5.88
2023-05-17,EST001,10.83,5.96,16.22,0.0,0.83,4.44,0,0.403,0.97
2023-05-17,EST002,7.33,2.81,9.98,2.67,0.0,5.87,0,0.593,3.21
2023-05-17,EST003,14.42,10.87,18.93,0.0,4.42,0.76,0,0.784,5.01
2023-05-18,EST001,13.36,8.66,16.06,0.0,3.36,4.44,0,0.782,5.84
2023-05-18,EST002,9.7,6.07,14.64,0.3,0.0,6.17,0,0.514,5.0
2023-05-18,EST003,16.3,10.68,19.33,0.0,6.3,0.76,0,0.741,7.99
2023-05-19,EST001,13.54,7.9,21.56,0.0,3.54,4.44,0,0.852,4.75
2023-05-19,EST002,14.85,10.63,19.89,0.0,4.85,6.17,0,0.439,8.69
2023-05-19,EST003,10.67,4.37,16.42,0.0,0.67,0.76,0,0.125,5.1
2023-05-20,EST001,7.32,2.38,13.65,2.68,0.0,7.12,0,0.357,4.37
2023-05-20,EST002,17.13,13.89,20.54,0.0,7.13,6.17,0,0.979,9.89
2023-05-20,EST003,12.73,7.21,19.74,0.0,2.73,0.76,0,0.312,2.54
2023-05-21,EST001,15.65,9.12,21.49,0.0,5.65,7.12,0,0.26,9.96
2023-05-21,EST002,10.91,7.41,16.42,0.0,0.91,6.17,0,0.99,6.56
2023-05-21,EST003,13.76,9.07,18.83,0.0,3.76,0.76,0,0.692,3.59
2023-05-22,EST001,11.83,7.47,15.1,0.0,1.83,7.12,0,0.63,3.39
2023-05-22,EST002,16.63,10.27,20.93,0.0,6.63,6.17,0,0.468,3.78
2023-05-22,EST003,11.59,7.3,15.45,0.0,1.59,0.76,0,0.174,5.87
2023-05-23,EST001,14.14,11.35,20.48,0.0,4.14,7.12,0,0.314,4.76
2023-05-23,EST002,14.29,10.34,19.97,0.0,4.29,6.17,0,0.348,3.41
2023-05-23,EST003,12.21,9.33,16.94,0.0,2.21,0.76,0,0.038,2.53
2023-05-24,EST001,11.86,8.24,16.5,0.0,1.86,7.12,0,0.474,5.44
2023-05-24,EST002,14.43,11.4,17.63,0.0,4.43,6.17,0,0.18,2.54
2023-05-24,EST003,11.84,8.99,14.9,0.0,1.84,0.76,0,0.355,4.54
2023-05-25,EST001,14.06,10.9,18.44,0.0,4.06,7.12,0,0.203,3.91
2023-05-25,EST002,10.12,5.26,12.44,0.0,0.12,6.17,0,0.373,4.9
2023-05-25,EST003,13.18,5.14,18.7,0.0,3.18,0.76,0,0.18,3.71
2023-05-26,EST001,8.13,4.25,11.88,1.87,0.0,8.99,0,0.745,2.35
2023-05-26,EST002,11.95,8.9,19.56,0.0,1.95,6.17,0,0.374,9.5
2023-05-26,EST003,14.76,10.04,20.31,0.0,4.76,0.76,0,0.588,1.78
2023-05-27,EST001,11.87,6.6,16.8,0.0,1.87,8.99,0,0.037,3.84
2023-05-27,EST002,16.5,10.63,21.41,0.0,6.5,6.17,0,0.744,2.9
2023-05-27,EST003,8.46,5.85,15.8,1.54,0.0,2.3,0,0.377,3.27
2023-05-28,EST001,11.82,4.96,19.26,0.0,1.82,8.99,0,1.113,3.52
2023-05-28,EST002,12.98,11.25,20.2,0.0,2.98,6.17,0,0.097,4.65
2023-05-28,EST003,9.98,6.86,13.72,0.02,0.0,2.32,0,0.265,2.38
2023-05-29,EST001,11.2,5.95,14.54,0.0,1.2,8.99,0,0.502,7.65
2023-05-29,EST002,10.96,8.04,15.61,0.0,0.96,6.17,0,0.79,4.58
2023-05-29,EST003,11.39,6.66,14.74,0.0,1.39,2.32,0,0.641,5.23
2023-05-30,EST001,11.8,9.06,15.47,0.0,1.8,8.99,0,0.585,7.69
2023-05-30,EST002,10.65,5.96,12.52,0.0,0.65,6.17,0,0.249,3.91
2023-05-30,EST003,10.45,7.85,14.45,0.0,0.45,2.32,0,0.512,3.44
2023-05-31,EST001,6.97,6.15,11.06,3.03,0.0,12.02,0,0.55,4.24
2023-05-31,EST002,10.99,7.78,18.07,0.0,0.99,6.17,0,0.297,5.15
2023-05-31,EST003,13.07,12.27,19.22,0.0,3.07,2.32,0,0.477,5.52
2023-06-01,EST001,22.39,21.52,29.98,0.0,12.39,0.0,0,0.315,4.86
2023-06-01,EST002,12.13,8.77,16.28,0.0,2.13,0.0,0,0.5,0.55
2023-06-01,EST003,14.6,11.22,17.9,0.0,4.6,0.0,0,0.266,7.77
2023-06-02,EST001,11.23,6.69,15.13,0.0,1.23,0.0,0,0.616,6.06
2023-06-02,EST002,16.86,13.12,22.86,0.0,6.86,0.0,0,0.418,7.89
2023-06-02,EST003,10.92,5.8,15.63,0.0,0.92,0.0,0,0.37,4.28
2023-06-03,EST001,13.2,9.37,18.52,0.0,3.2,0.0,0,0.85,6.96
2023-06-03,EST002,14.41,11.09,18.08,0.0,4.41,0.0,0,0.664,6.63
2023-06-03,EST003,16.4,13.31,21.06,0.0,6.4,0.0,0,-0.115,2.82
2023-06-04,EST001,15.06,11.76,21.02,0.0,5.06,0.0,0,0.308,4.97
2023-06-04,EST002,9.37,5.24,9.88,0.63,0.0,0.63,0,0.309,0.89
2023-06-04,EST003,15.73,10.56,21.43,0.0,5.73,0.0,0,0.821,1.15
2023-06-05,EST001,16.94,11.54,21.59,0.0,6.94,0.0,0,0.693,0.68
2023-06-05,EST002,10.18,7.09,14.39,0.0,0.18,0.63,0,0.035,7.67
2023-06-05,EST003,12.07,7.54,16.21,0.0,2.07,0.0,0,-0.194,4.81
2023-06-06,EST001,7.79,3.89,10.74,2.21,0.0,2.21,0,0.936,6.73
2023-06-06,EST002,12.5,6.6,16.23,0.0,2.5,0.63,0,0.503,4.6
2023-06-06,EST003,13.38,7.47,19.48,0.0,3.38,0.0,0,0.427,0.96
2023-06-07,EST001,10.17,6.35,15.31,0.0,0.17,2.21,0,-0.012,11.24
2023-06-07,EST002,16.03,11.13,21.14,0.0,6.03,0.63,0,0.264,1.14
2023-06-07,EST003,12.91,8.52,16.05,0.0,2.91,0.0,0,0.428,3.53
2023-06-08,EST001,7.8,5.09,12.18,2.2,0.0,4.41,0,0.881,5.67
2023-06-08,EST002,8.9,4.17,11.58,1.1,0.0,1.73,0,0.64,2.59
2023-06-08,EST003,12.49,6.5,15.56,0.0,2.49,0.0,0,-0.104,2.25
2023-06-09,EST001,15.17,13.45,15.92,0.0,5.17,4.41,0,0.167,5.66
2023-06-09,EST002,15.24,11.93,19.62,0.0,5.24,1.73,0,0.648,1.61
2023-06-09,EST003,11.75,7.46,17.42,0.0,1.75,0.0,0,0.149,4.1
2023-06-10,EST001,6.35,3.34,12.03,3.65,0.0,8.06,0,-0.005,4.18
2023-06-10,EST002,13.36,9.87,18.62,0.0,3.36,1.73,0,0.001,3.38
2023-06-10,EST003,14.25,10.01,18.37,0.0,4.25,0.0,0,0.357,6.14
2023-06-11,EST001,7.45,1.71,11.95,2.55,0.0,10.61,1,0.404,7.59
2023-06-11,EST002,8.81,5.87,13.38,1.19,0.0,2.92,0,0.041,9.2
2023-06-11,EST003,10.58,7.41,15.89,0.0,0.58,0.0,0,-0.084,2.81
2023-06-12,EST001,13.36,9.86,18.22,0.0,3.36,10.61,0,0.105,0.54
2023-06-12,EST002,13.04,6.41,18.07,0.0,3.04,2.92,0,0.331,6.08
2023-06-12,EST003,9.55,3.0,14.85,0.45,0.0,0.45,0,0.753,1.8
2023-06-13,EST001,17.12,11.96,22.95,0.0,7.12,10.61,0,0.321,3.25
2023-06-13,EST002,15.24,11.03,17.29,0.0,5.24,2.92,0,-0.085,3.44
2023-06-13,EST003,13.49,9.57,20.32,0.0,3.49,0.45,0,-0.335,4.43
2023-06-14,EST001,8.03,2.89,12.89,1.97,0.0,12.58,0,0.363,1.41
2023-06-14,EST002,15.44,9.88,21.32,0.0,5.44,2.92,0,0.199,5.74
2023-06-14,EST003,10.95,5.67,18.42,0.0,0.95,0.45,0,0.559,1.81
2023-06-15,EST001,13.47,11.41,19.33,0.0,3.47,12.58,0,0.359,1.61
2023-06-15,EST002,9.34,5.76,13.89,0.66,0.0,3.58,0,-0.139,5.17
2023-06-15,EST003,13.35,9.64,17.22,0.0,3.35,0.45,0,0.539,8.97
2023-06-16,EST001,11.36,8.28,17.1,0.0,1.36,12.58,0,0.104,3.58
2023-06-16,EST002,14.09,12.95,21.07,0.0,4.09,3.58,0,0.233,2.77
2023-06-16,EST003,12.5,8.56,14.9,0.0,2.5,0.45,0,0.659,4.12
2023-06-17,EST001,13.68,8.25,17.15,0.0,3.68,12.58,0,0.34,3.2
2023-06-17,EST002,14.36,13.55,19.21,0.0,4.36,3.58,0,0.017,5.3
2023-06-17,EST003,13.9,10.96,17.83,0.0,3.9,0.45,0,0.164,1.31
2023-06-18,EST001,14.67,11.22,15.31,0.0,4.67,12.58,0,0.072,0.88
2023-06-18,EST002,8.16,6.02,13.32,1.84,0.0,5.42,0,0.583,4.94
2023-06-18,EST003,11.2,6.52,15.51,0.0,1.2,0.45,0,-0.024,0.54
2023-06-19,EST001,8.19,4.77,13.43,1.81,0.0,14.39,0,0.142,2.75
2023-06-19,EST002,9.88,4.97,12.9,0.12,0.0,5.54,0,0.404,0.99
2023-06-19,EST003,10.84,9.04,15.09,0.0,0.84,0.45,0,0.463,5.55
2023-06-20,EST001,15.02,10.24,18.36,0.0,5.02,14.39,0,0.058,1.66
2023-06-20,EST002,15.57,13.37,21.91,0.0,5.57,5.54,0,0.425,9.49
2023-06-20,EST003,11.7,6.63,20.12,0.0,1.7,0.45,0,-0.028,0.61
2023-06-21,EST001,7.87,2.8,10.05,2.13,0.0,16.52,0,0.032,5.31
2023-06-21,EST002,12.7,8.06,18.03,0.0,2.7,5.54,0,0.527,1.14
2023-06-21,EST003,11.03,8.19,17.28,0.0,1.03,0.45,0,0.414,5.35
2023-06-22,EST001,15.53,13.3,23.03,0.0,5.53,16.52,0,0.587,6.21
2023-06-22,EST002,16.69,15.17,20.9,0.0,6.69,5.54,0,-0.09,6.16
2023-06-22,EST003,10.09,4.95,17.15,0.0,0.09,0.45,0,0.339,4.85
2023-06-23,EST001,10.1,7.37,16.97,0.0,0.1,16.52,0,0.35,3.88
2023-06-23,EST002,11.2,10.24,14.59,0.0,1.2,5.54,0,0.69,0.16
2023-06-23,EST003,13.19,7.68,16.31,0.0,3.19,0.45,0,0.172,6.81
2023-06-24,EST001,12.6,4.3,15.1,0.0,2.6,16.52,0,0.421,3.48
2023-06-24,EST002,14.17,9.51,18.07,0.0,4.17,5.54,0,0.172,1.57
2023-06-24,EST003,14.23,9.78,20.19,0.0,4.23,0.45,0,0.42,5.1
2023-06-25,EST001,12.94,10.26,16.87,0.0,2.94,16.52,0,0.445,8.31
2023-06-25,EST002,11.64,7.57,15.28,0.0,1.64,5.54,0,0.441,6.0
2023-06-25,EST003,17.57,14.89,22.0,0.0,7.57,0.45,0,0.159,5.94
2023-06-26,EST001,12.03,9.34,18.35,0.0,2.03,16.52,0,0.292,1.25
2023-06-26,EST002,15.63,9.87,20.83,0.0,5.63,5.54,0,0.1,5.66
2023-06-26,EST003,10.57,6.52,12.34,0.0,0.57,0.45,0,0.339,0.68
2023-06-27,EST001,16.33,12.83,21.01,0.0,6.33,16.52,0,-0.126,3.14
2023-06-27,EST002,15.79,15.52,22.71,0.0,5.79,5.54,0,0.163,0.38
2023-06-27,EST003,10.03,3.52,13.61,0.0,0.03,0.45,0,-0.284,7.41
2023-06-28,EST001,13.42,10.83,18.74,0.0,3.42,16.52,0,-0.26,7.3
2023-06-28,EST002,14.89,10.09,20.43,0.0,4.89,5.54,0,0.577,4.0
2023-06-28,EST003,9.77,5.1,17.9,0.23,0.0,0.68,0,-0.256,2.92
2023-06-29,EST001,13.61,9.69,17.14,0.0,3.61,16.52,0,0.371,10.96
2023-06-29,EST002,12.73,10.09,15.41,0.0,2.73,5.54,0,0.112,7.31
2023-06-29,EST003,13.91,9.91,18.03,0.0,3.91,0.68,0,-0.293,6.5
2023-06-30,EST001,14.85,13.17,22.23,0.0,4.85,16.52,0,0.193,8.2
2023-06-30,EST002,8.88,6.93,13.66,1.12,0.0,6.66,0,0.171,9.39
2023-06-30,EST003,14.49,10.85,17.95,0.0,4.49,0.68,0,0.39,1.11
2023-07-01,EST001,16.64,13.07,24.03,0.0,6.64,0.0,0,0.211,3.59
2023-07-01,EST002,10.94,7.45,16.58,0.0,0.94,0.0,0,0.03,2.22
2023-07-01,EST003,12.31,8.19,14.12,0.0,2.31,0.0,0,0.144,1.06
2023-07-02,EST001,9.69,8.22,12.0,0.31,0.0,0.31,0,-0.414,1.87
2023-07-02,EST002,17.12,13.91,22.39,0.0,7.12,0.0,0,0.113,4.39
2023-07-02,EST003,12.53,10.32,19.71,0.0,2.53,0.0,0,0.535,1.05
2023-07-03,EST001,10.01,6.43,13.56,0.0,0.01,0.31,0,0.131,1.82
2023-07-03,EST002,17.65,11.86,22.97,0.0,7.65,0.0,0,0.287,7.32
2023-07-03,EST003,11.31,8.53,16.43,0.0,1.31,0.0,0,0.238,4.42
2023-07-04,EST001,8.63,5.83,13.52,1.37,0.0,1.68,0,-0.057,9.92
2023-07-04,EST002,8.78,4.02,16.01,1.22,0.0,1.22,0,0.647,2.79
2023-07-04,EST003,13.95,9.1,19.24,0.0,3.95,0.0,0,-0.064,5.31
2023-07-05,EST001,6.24,1.22,11.43,3.76,0.0,5.44,1,-0.115,10.14
2023-07-05,EST002,10.55,7.15,18.54,0.0,0.55,1.22,0,-0.298,2.35
2023-07-05,EST003,12.35,7.09,17.66,0.0,2.35,0.0,0,-0.436,2.4
2023-07-06,EST001,11.05,7.17,16.69,0.0,1.05,5.44,0,0.064,1.33
2023-07-06,EST002,14.9,10.52,21.98,0.0,4.9,1.22,0,0.071,7.3
2023-07-06,EST003,13.89,7.87,19.67,0.0,3.89,0.0,0,-0.091,10.82
2023-07-07,EST001,14.79,9.93,17.88,0.0,4.79,5.44,0,-0.462,4.88
2023-07-07,EST002,12.6,9.52,17.81,0.0,2.6,1.22,0,0.401,6.09
2023-07-07,EST003,9.87,6.04,13.66,0.13,0.0,0.13,0,-0.192,2.76
2023-07-08,EST001,11.38,9.26,16.19,0.0,1.38,5.44,0,-0.258,4.79
2023-07-08,EST002,17.37,11.74,21.81,0.0,7.37,1.22,0,-0.084,0.49
2023-07-08,EST003,16.96,10.11,22.2,0.0,6.96,0.13,0,0.218,4.53
2023-07-09,EST001,9.23,5.85,14.43,0.77,0.0,6.21,0,-0.239,3.34
2023-07-09,EST002,12.01,8.13,17.09,0.0,2.01,1.22,0,-0.421,1.85
2023-07-09,EST003,9.51,4.04,11.35,0.49,0.0,0.62,0,0.243,8.16
2023-07-10,EST001,11.81,11.71,16.27,0.0,1.81,6.21,0,-0.136,0.97
2023-07-10,EST002,10.95,4.65,16.95,0.0,0.95,1.22,0,-0.394,0.79
2023-07-10,EST003,11.9,8.22,17.64,0.0,1.9,0.62,0,-0.277,5.53
2023-07-11,EST001,17.41,12.19,22.34,0.0,7.41,6.21,0,-0.185,2.93
2023-07-11,EST002,15.19,12.13,20.26,0.0,5.19,1.22,0,-0.115,2.49
2023-07-11,EST003,9.29,4.81,14.2,0.71,0.0,1.33,0,0.02,2.4
2023-07-12,EST001,15.62,12.94,23.19,0.0,5.62,6.21,0,-0.668,5.3
2023-07-12,EST002,13.43,10.62,19.07,0.0,3.43,1.22,0,0.24,2.65
2023-07-12,EST003,13.98,13.72,17.53,0.0,3.98,1.33,0,0.345,2.25
2023-07-13,EST001,9.64,5.94,17.74,0.36,0.0,6.57,0,-0.707,0.85
2023-07-13,EST002,15.98,9.19,20.82,0.0,5.98,1.22,0,-0.529,10.29
2023-07-13,EST003,16.71,11.69,20.49,0.0,6.71,1.33,0,-0.172,3.52
2023-07-14,EST001,13.4,7.22,19.72,0.0,3.4,6.57,0,-0.494,8.13
2023-07-14,EST002,13.02,7.99,20.22,0.0,3.02,1.22,0,-0.504,3.89
2023-07-14,EST003,11.39,9.74,16.91,0.0,1.39,1.33,0,0.583,1.52
2023-07-15,EST001,12.49,7.53,17.67,0.0,2.49,6.57,0,-0.218,0.1
2023-07-15,EST002,12.82,9.96,14.54,0.0,2.82,1.22,0,0.174,6.88
2023-07-15,EST003,12.85,8.51,19.46,0.0,2.85,1.33,0,-0.117,6.71
2023-07-16,EST001,11.83,5.86,17.31,0.0,1.83,6.57,0,-0.139,0.19
2023-07-16,EST002,12.96,10.21,17.0,0.0,2.96,1.22,0,-0.442,0.8
2023-07-16,EST003,18.03,12.03,25.91,0.0,8.03,1.33,0,-0.564,4.21
2023-07-17,EST001,9.34,6.38,12.96,0.66,0.0,7.23,0,0.161,2.81
2023-07-17,EST002,14.91,10.0,23.37,0.0,4.91,1.22,0,-0.655,7.78
2023-07-17,EST003,15.59,13.05,22.1,0.0,5.59,1.33,0,-0.11,3.32
2023-07-18,EST001,10.51,7.59,18.58,0.0,0.51,7.23,0,-0.224,6.35
2023-07-18,EST002,10.26,7.43,16.88,0.0,0.26,1.22,0,-0.629,2.75
2023-07-18,EST003,12.81,8.64,17.54,0.0,2.81,1.33,0,-0.105,6.08
2023-07-19,EST001,14.41,11.89,18.98,0.0,4.41,7.23,0,0.121,6.68
2023-07-19,EST002,8.81,4.28,10.84,1.19,0.0,2.41,0,-0.223,9.69
2023-07-19,EST003,10.35,7.6,16.5,0.0,0.35,1.33,0,-0.7,2.1
2023-07-20,EST001,14.06,11.01,18.71,0.0,4.06,7.23,0,-0.027,5.26
2023-07-20,EST002,12.91,9.42,18.47,0.0,2.91,2.41,0,-0.288,5.37
2023-07-20,EST003,11.48,7.75,15.0,0.0,1.48,1.33,0,-0.261,1.57
2023-07-21,EST001,9.78,5.39,15.1,0.22,0.0,7.45,0,-0.029,2.71
2023-07-21,EST002,13.26,8.43,18.93,0.0,3.26,2.41,0,-0.511,4.45
2023-07-21,EST003,13.63,9.62,15.5,0.0,3.63,1.33,0,-0.215,10.64
2023-07-22,EST001,11.67,8.76,17.23,0.0,1.67,7.45,0,-0.183,7.58
2023-07-22,EST002,9.1,4.0,14.99,0.9,0.0,3.31,0,-0.319,5.02
2023-07-22,EST003,15.29,9.98,18.58,0.0,5.29,1.33,0,-0.03,3.81
2023-07-23,EST001,12.75,8.64,17.52,0.0,2.75,7.45,0,0.068,3.75
2023-07-23,EST002,9.44,6.03,14.71,0.56,0.0,3.87,0,0.079,5.81
2023-07-23,EST003,10.59,2.86,15.99,0.0,0.59,1.33,0,0.093,3.54
2023-07-24,EST001,13.9,8.64,20.73,0.0,3.9,7.45,0,0.015,6.62
2023-07-24,EST002,11.45,8.31,16.95,0.0,1.45,3.87,0,-0.022,3.33
2023-07-24,EST003,15.38,9.2,19.01,0.0,5.38,1.33,0,-0.553,3.58
