precio_id,fecha,activo_id,nombre_activo,precio_cop_kg,volumen_ton,mercado,fuente,moneda
235,2024-06-30,FLOR_CLV,Clavel Estándar,4062.47,50.9,Exportación Miami,Asocolflores,USD
236,2024-06-30,CAFE_PER,Café Pergamino Seco,2493.92,112.3,FNC Colombia,Federación Nacional de Cafeteros,COP
237,2024-07-07,PAPA_PAS,Papa Pastusa,2343.49,430.1,Corabastos Bogotá,DANE-SIPSA,COP
238,2024-07-07,FLOR_CLV,Clavel Estándar,4488.28,129.3,Exportación Miami,Asocolflores,USD
239,2024-07-07,CAFE_PER,Café Pergamino Seco,4331.55,107.4,FNC Colombia,Federación Nacional de Cafeteros,COP
240,2024-07-14,PAPA_PAS,Papa Pastusa,1811.62,373.6,Corabastos Bogotá,DANE-SIPSA,COP
241,2024-07-14,FLOR_CLV,Clavel Estándar,3396.78,126.1,Exportación Miami,Asocolflores,USD
242,2024-07-14,CAFE_PER,Café Pergamino Seco,2797.46,56.6,FNC Colombia,Federación Nacional de Cafeteros,COP
243,2024-07-21,PAPA_PAS,Papa Pastusa,1656.03,363.5,Corabastos Bogotá,DANE-SIPSA,COP
244,2024-07-21,FLOR_CLV,Clavel Estándar,5043.57,146.4,Exportación Miami,Asocolflores,USD
245,2024-07-21,CAFE_PER,Café Pergamino Seco,3096.81,114.6,FNC Colombia,Federación Nacional de Cafeteros,COP
246,2024-07-28,PAPA_PAS,Papa Pastusa,1873.21,381.1,Corabastos Bogotá,DANE-SIPSA,COP
247,2024-07-28,FLOR_CLV,Clavel Estándar,4961.56,136.2,Exportación Miami,Asocolflores,USD
248,2024-07-28,CAFE_PER,Café Pergamino Seco,2685.1,81.2,FNC Colombia,Federación Nacional de Cafeteros,COP
249,2024-08-04,PAPA_PAS,Papa Pastusa,1587.31,339.4,Corabastos Bogotá,DANE-SIPSA,COP
250,2024-08-04,FLOR_CLV,Clavel Estándar,4663.09,177.3,Exportación Miami,Asocolflores,USD
251,2024-08-04,CAFE_PER,Café Pergamino Seco,2540.57,96.3,FNC Colombia,Federación Nacional de Cafeteros,COP
252,2024-08-11,PAPA_PAS,Papa Pastusa,1654.81,411.0,Corabastos Bogotá,DANE-SIPSA,COP
253,2024-08-11,FLOR_CLV,Clavel Estándar,3903.8,94.1,Exportación Miami,Asocolflores,USD
254,2024-08-11,CAFE_PER,Café Pergamino Seco,3119.41,68.4,FNC Colombia,Federación Nacional de Cafeteros,COP
255,2024-08-18,PAPA_PAS,Papa Pastusa,1931.14,446.0,Corabastos Bogotá,DANE-SIPSA,COP
256,2024-08-18,FLOR_CLV,Clavel Estándar,4080.53,92.8,Exportación Miami,Asocolflores,USD
257,2024-08-18,CAFE_PER,Café Pergamino Seco,2869.29,100.1,FNC Colombia,Federación Nacional de Cafeteros,COP
258,2024-08-25,PAPA_PAS,Papa Pastusa,2000.28,371.8,Corabastos Bogotá,DANE-SIPSA,COP
259,2024-08-25,FLOR_CLV,Clavel Estándar,4249.67,142.5,Exportación Miami,Asocolflores,USD
260,2024-08-25,CAFE_PER,Café Pergamino Seco,2432.24,95.9,FNC Colombia,Federación Nacional de Cafeteros,COP
261,2024-09-01,PAPA_PAS,Papa Pastusa,1651.21,495.6,Corabastos Bogotá,DANE-SIPSA,COP
262,2024-09-01,FLOR_CLV,Clavel Estándar,3818.37,65.9,Exportación Miami,Asocolflores,USD
263,2024-09-01,CAFE_PER,Café Pergamino Seco,2448.98,86.0,FNC Colombia,Federación Nacional de Cafeteros,COP
264,2024-09-08,PAPA_PAS,Papa Pastusa,1927.92,377.7,Corabastos Bogotá,DANE-SIPSA,COP
265,2024-09-08,FLOR_CLV,Clavel Estándar,4519.3,70.2,Exportación Miami,Asocolflores,USD
266,2024-09-08,CAFE_PER,Café Pergamino Seco,3073.57,60.8,FNC Colombia,Federación Nacional de Cafeteros,COP
267,2024-09-15,PAPA_PAS,Papa Pastusa,1654.45,453.8,Corabastos Bogotá,DANE-SIPSA,COP
268,2024-09-15,FLOR_CLV,Clavel Estándar,3769.79,108.5,Exportación Miami,Asocolflores,USD
269,2024-09-15,CAFE_PER,Café Pergamino Seco,3502.52,73.5,FNC Colombia,Federación Nacional de Cafeteros,COP
270,2024-09-22,PAPA_PAS,Papa Pastusa,2100.71,359.6,Corabastos Bogotá,DANE-SIPSA,COP
271,2024-09-22,FLOR_CLV,Clavel Estándar,4464.9,163.2,Exportación Miami,Asocolflores,USD
272,2024-09-22,CAFE_PER,Café Pergamino Seco,2111.34,69.1,FNC Colombia,Federación Nacional de Cafeteros,COP
273,2024-09-29,PAPA_PAS,Papa Pastusa,2023.12,433.8,Corabastos Bogotá,DANE-SIPSA,COP
274,2024-09-29,FLOR_CLV,Clavel Estándar,4385.57,101.9,Exportación Miami,Asocolflores,USD
275,2024-09-29,CAFE_PER,Café Pergamino Seco,3134.64,81.9,FNC Colombia,Federación Nacional de Cafeteros,COP
276,2024-10-06,PAPA_PAS,Papa Pastusa,2200.33,470.4,Corabastos Bogotá,DANE-SIPSA,COP
277,2024-10-06,FLOR_CLV,Clavel Estándar,4368.8,107.6,Exportación Miami,Asocolflores,USD
278,2024-10-06,CAFE_PER,Café Pergamino Seco,2904.96,76.3,FNC Colombia,Federación Nacional de Cafeteros,COP
279,2024-10-13,PAPA_PAS,Papa Pastusa,1968.34,416.3,Corabastos Bogotá,DANE-SIPSA,COP
280,2024-10-13,FLOR_CLV,Clavel Estándar,4344.89,182.3,Exportación Miami,Asocolflores,USD
281,2024-10-13,CAFE_PER,Café Pergamino Seco,3448.45,78.5,FNC Colombia,Federación Nacional de Cafeteros,COP
282,2024-10-20,PAPA_PAS,Papa Pastusa,2210.36,417.4,Corabastos Bogotá,DANE-SIPSA,COP
283,2024-10-20,FLOR_CLV,Clavel Estándar,3180.94,89.8,Exportación Miami,Asocolflores,USD
284,2024-10-20,CAFE_PER,Café Pergamino Seco,2351.68,78.0,FNC Colombia,Federación Nacional de Cafeteros,COP
285,2024-10-27,PAPA_PAS,Papa Pastusa,1855.53,584.1,Corabastos Bogotá,DANE-SIPSA,COP
286,2024-10-27,FLOR_CLV,Clavel Estándar,4363.46,113.4,Exportación Miami,Asocolflores,USD
287,2024-10-27,CAFE_PER,Café Pergamino Seco,3431.76,40.8,FNC Colombia,Federación Nacional de Cafeteros,COP
288,2024-11-03,PAPA_PAS,Papa Pastusa,1920.68,511.7,Corabastos Bogotá,DANE-SIPSA,COP
289,2024-11-03,FLOR_CLV,Clavel Estándar,3460.71,154.3,Exportación Miami,Asocolflores,USD
290,2024-11-03,CAFE_PER,Café Pergamino Seco,3235.4,76.7,FNC Colombia,Federación Nacional de Cafeteros,COP
291,2024-11-10,PAPA_PAS,Papa Pastusa,2039.83,631.7,Corabastos Bogotá,DANE-SIPSA,COP
292,2024-11-10,FLOR_CLV,Clavel Estándar,4290.93,127.4,Exportación Miami,Asocolflores,USD
293,2024-11-10,CAFE_PER,Café Pergamino Seco,2916.26,68.0,FNC Colombia,Federación Nacional de Cafeteros,COP
294,2024-11-17,PAPA_PAS,Papa Pastusa,2099.1,381.5,Corabastos Bogotá,DANE-SIPSA,COP
295,2024-11-17,FLOR_CLV,Clavel Estándar,4235.78,105.7,Exportación Miami,Asocolflores,USD
296,2024-11-17,CAFE_PER,Café Pergamino Seco,3291.59,91.7,FNC Colombia,Federación Nacional de Cafeteros,COP
297,2024-11-24,PAPA_PAS,Papa Pastusa,2161.26,409.2,Corabastos Bogotá,DANE-SIPSA,COP
298,2024-11-24,FLOR_CLV,Clavel Estándar,4065.06,90.6,Exportación Miami,Asocolflores,USD
299,2024-11-24,CAFE_PER,Café Pergamino Seco,2922.28,92.5,FNC Colombia,Federación Nacional de Cafeteros,COP
300,2024-12-01,PAPA_PAS,Papa Pastusa,2077.1,376.2,Corabastos Bogotá,DANE-SIPSA,COP
301,2024-12-01,FLOR_CLV,Clavel Estándar,4634.8,160.7,Exportación Miami,Asocolflores,USD
302,2024-12-01,CAFE_PER,Café Pergamino Seco,3265.37,122.5,FNC Colombia,Federación Nacional de Cafeteros,COP
303,2024-12-08,PAPA_PAS,Papa Pastusa,1617.86,350.4,Corabastos Bogotá,DANE-SIPSA,COP
304,2024-12-08,FLOR_CLV,Clavel Estándar,3310.64,164.9,Exportación Miami,Asocolflores,USD
305,2024-12-08,CAFE_PER,Café Pergamino Seco,3361.75,83.9,FNC Colombia,Federación Nacional de Cafeteros,COP
306,2024-12-15,PAPA_PAS,Papa Pastusa,1933.99,360.0,Corabastos Bogotá,DANE-SIPSA,COP
307,2024-12-15,FLOR_CLV,Clavel Estándar,5422.88,123.9,Exportación Miami,Asocolflores,USD
308,2024-12-15,CAFE_PER,Café Pergamino Seco,3143.76,99.5,FNC Colombia,Federación Nacional de Cafeteros,COP
309,2024-12-22,PAPA_PAS,Papa Pastusa,1994.3,467.9,Corabastos Bogotá,DANE-SIPSA,COP
310,2024-12-22,FLOR_CLV,Clavel Estándar,3804.76,134.1,Exportación Miami,Asocolflores,USD
311,2024-12-22,CAFE_PER,Café Pergamino Seco,3852.81,111.9,FNC Colombia,Federación Nacional de Cafeteros,COP
312,2024-12-29,PAPA_PAS,Papa Pastusa,2327.96,409.1,Corabastos Bogotá,DANE-SIPSA,COP
313,2024-12-29,FLOR_CLV,Clavel Estándar,3705.2,116.2,Exportación Miami,Asocolflores,USD
314,2024-12-29,CAFE_PER,Café Pergamino Seco,3122.29,106.9,FNC Colombia,Federación Nacional de Cafeteros,COP
