escenario,hdd_90dias,payoff_usd,pnl_neto_usd,activado,cap_alcanzado
1665,37.72,0.0,-580.0,0,0
1666,0.13,0.0,-580.0,0,0
1667,11.11,0.0,-580.0,0,0
1668,66.32,6750.0,6170.0,1,1
1669,68.89,6750.0,6170.0,1,1
1670,81.29,6750.0,6170.0,1,1
1671,19.25,0.0,-580.0,0,0
1672,43.49,1372.04,792.04,1,0
1673,47.28,2319.03,1739.03,1,0
1674,28.35,0.0,-580.0,0,0
1675,58.18,5044.62,4464.62,1,0
1676,49.43,2857.53,2277.53,1,0
1677,20.74,0.0,-580.0,0,0
1678,17.95,0.0,-580.0,0,0
1679,26.71,0.0,-580.0,0,0
1680,67.6,6750.0,6170.0,1,1
1681,92.05,6750.0,6170.0,1,1
1682,33.23,0.0,-580.0,0,0
1683,40.48,619.58,39.58,1,0
1684,59.2,5299.19,4719.19,1,0
1685,37.57,0.0,-580.0,0,0
1686,48.71,2677.04,2097.04,1,0
1687,8.17,0.0,-580.0,0,0
1688,25.72,0.0,-580.0,0,0
1689,59.25,5313.55,4733.55,1,0
1690,22.45,0.0,-580.0,0,0
1691,58.65,5161.92,4581.92,1,0
1692,32.85,0.0,-580.0,0,0
1693,29.54,0.0,-580.0,0,0
1694,53.53,3882.59,3302.59,1,0
1695,27.34,0.0,-580.0,0,0
1696,70.28,6750.0,6170.0,1,1
1697,14.76,0.0,-580.0,0,0
1698,33.18,0.0,-580.0,0,0
1699,66.94,6750.0,6170.0,1,1
1700,79.56,6750.0,6170.0,1,1
1701,24.17,0.0,-580.0,0,0
1702,30.13,0.0,-580.0,0,0
1703,86.42,6750.0,6170.0,1,1
1704,68.63,6750.0,6170.0,1,1
1705,50.8,3200.07,2620.07,1,0
1706,17.71,0.0,-580.0,0,0
1707,114.32,6750.0,6170.0,1,1
1708,4.81,0.0,-580.0,0,0
1709,46.96,2241.12,1661.12,1,0
1710,20.44,0.0,-580.0,0,0
1711,34.02,0.0,-580.0,0,0
1712,4.47,0.0,-580.0,0,0
1713,56.91,4728.24,4148.24,1,0
1714,43.76,1438.78,858.78,1,0
1715,23.44,0.0,-580.0,0,0
1716,41.66,915.83,335.83,1,0
1717,38.45,111.65,-468.35,1,0
1718,18.41,0.0,-580.0,0,0
1719,32.83,0.0,-580.0,0,0
1720,95.81,6750.0,6170.0,1,1
1721,22.71,0.0,-580.0,0,0
1722,38.87,216.8,-363.2,1,0
1723,24.58,0.0,-580.0,0,0
1724,18.7,0.0,-580.0,0,0
1725,26.62,0.0,-580.0,0,0
1726,95.38,6750.0,6170.0,1,1
1727,4.7,0.0,-580.0,0,0
1728,9.77,0.0,-580.0,0,0
1729,1.2,0.0,-580.0,0,0
1730,85.7,6750.0,6170.0,1,1
1731,60.89,5722.08,5142.08,1,0
1732,38.42,104.01,-475.99,1,0
1733,17.56,0.0,-580.0,0,0
1734,15.51,0.0,-580.0,0,0
1735,65.66,6750.0,6170.0,1,1
1736,95.95,6750.0,6170.0,1,1
1737,37.62,0.0,-580.0,0,0
1738,17.36,0.0,-580.0,0,0
1739,10.18,0.0,-580.0,0,0
1740,37.33,0.0,-580.0,0,0
1741,59.1,5274.05,4694.05,1,0
1742,35.87,0.0,-580.0,0,0
1743,42.66,1164.51,584.51,1,0
1744,35.04,0.0,-580.0,0,0
1745,68.92,6750.0,6170.0,1,1
1746,65.9,6750.0,6170.0,1,1
1747,26.93,0.0,-580.0,0,0
1748,41.49,871.54,291.54,1,0
1749,78.76,6750.0,6170.0,1,1
1750,9.87,0.0,-580.0,0,0
1751,126.13,6750.0,6170.0,1,1
1752,22.69,0.0,-580.0,0,0
1753,43.18,1294.35,714.35,1,0
1754,77.71,6750.0,6170.0,1,1
1755,62.6,6148.81,5568.81,1,0
1756,21.46,0.0,-580.0,0,0
1757,37.35,0.0,-580.0,0,0
1758,12.49,0.0,-580.0,0,0
1759,67.35,6750.0,6170.0,1,1
1760,17.98,0.0,-580.0,0,0
1761,32.45,0.0,-580.0,0,0
1762,9.03,0.0,-580.0,0,0
1763,20.44,0.0,-580.0,0,0
1764,30.3,0.0,-580.0,0,0
1765,66.18,6750.0,6170.0,1,1
1766,30.65,0.0,-580.0,0,0
1767,49.98,2994.73,2414.73,1,0
1768,31.22,0.0,-580.0,0,0
1769,29.08,0.0,-580.0,0,0
1770,65.85,6750.0,6170.0,1,1
1771,41.83,957.75,377.75,1,0
1772,53.95,3987.81,3407.81,1,0
1773,21.89,0.0,-580.0,0,0
1774,11.15,0.0,-580.0,0,0
1775,30.32,0.0,-580.0,0,0
1776,36.44,0.0,-580.0,0,0
1777,52.47,3618.38,3038.38,1,0
1778,83.53,6750.0,6170.0,1,1
1779,34.95,0.0,-580.0,0,0
1780,52.6,3649.14,3069.14,1,0
1781,31.98,0.0,-580.0,0,0
1782,59.38,5346.2,4766.2,1,0
1783,137.79,6750.0,6170.0,1,1
1784,17.07,0.0,-580.0,0,0
1785,59.64,5409.99,4829.99,1,0
1786,22.72,0.0,-580.0,0,0
1787,61.71,5928.15,5348.15,1,0
1788,24.71,0.0,-580.0,0,0
1789,57.55,4886.53,4306.53,1,0
1790,41.71,927.46,347.46,1,0
1791,14.53,0.0,-580.0,0,0
1792,71.83,6750.0,6170.0,1,1
1793,55.45,4362.94,3782.94,1,0
1794,41.04,760.47,180.47,1,0
1795,48.85,2712.32,2132.32,1,0
1796,52.71,3676.88,3096.88,1,0
1797,102.8,6750.0,6170.0,1,1
1798,29.02,0.0,-580.0,0,0
1799,87.92,6750.0,6170.0,1,1
1800,85.26,6750.0,6170.0,1,1
1801,45.37,1842.57,1262.57,1,0
1802,50.1,3025.92,2445.92,1,0
1803,94.76,6750.0,6170.0,1,1
1804,64.31,6576.42,5996.42,1,0
1805,19.77,0.0,-580.0,0,0
1806,9.26,0.0,-580.0,0,0
1807,30.84,0.0,-580.0,0,0
1808,44.6,1649.21,1069.21,1,0
1809,65.69,6750.0,6170.0,1,1
1810,50.59,3146.9,2566.9,1,0
1811,10.82,0.0,-580.0,0,0
1812,38.57,141.88,-438.12,1,0
1813,57.41,4852.93,4272.93,1,0
1814,76.11,6750.0,6170.0,1,1
1815,66.67,6750.0,6170.0,1,1
1816,3.12,0.0,-580.0,0,0
1817,33.21,0.0,-580.0,0,0
1818,12.58,0.0,-580.0,0,0
1819,14.65,0.0,-580.0,0,0
1820,26.84,0.0,-580.0,0,0
1821,31.87,0.0,-580.0,0,0
1822,51.89,3472.04,2892.04,1,0
1823,65.31,6750.0,6170.0,1,1
1824,56.58,4645.22,4065.22,1,0
1825,11.99,0.0,-580.0,0,0
1826,31.51,0.0,-580.0,0,0
1827,92.2,6750.0,6170.0,1,1
1828,49.71,2926.38,2346.38,1,0
1829,33.01,0.0,-580.0,0,0
1830,26.01,0.0,-580.0,0,0
1831,35.56,0.0,-580.0,0,0
1832,9.44,0.0,-580.0,0,0
1833,42.66,1164.25,584.25,1,0
1834,56.99,4746.85,4166.85,1,0
1835,41.78,945.78,365.78,1,0
1836,35.02,0.0,-580.0,0,0
1837,14.36,0.0,-580.0,0,0
1838,31.94,0.0,-580.0,0,0
1839,45.1,1774.03,1194.03,1,0
1840,30.46,0.0,-580.0,0,0
1841,15.27,0.0,-580.0,0,0
1842,26.56,0.0,-580.0,0,0
1843,52.04,3509.61,2929.61,1,0
1844,69.31,6750.0,6170.0,1,1
1845,94.02,6750.0,6170.0,1,1
1846,37.66,0.0,-580.0,0,0
1847,10.13,0.0,-580.0,0,0
1848,29.16,0.0,-580.0,0,0
1849,100.27,6750.0,6170.0,1,1
1850,14.21,0.0,-580.0,0,0
1851,27.28,0.0,-580.0,0,0
1852,27.07,0.0,-580.0,0,0
1853,49.04,2759.01,2179.01,1,0
1854,26.97,0.0,-580.0,0,0
1855,6.01,0.0,-580.0,0,0
1856,44.6,1649.9,1069.9,1,0
1857,16.63,0.0,-580.0,0,0
1858,15.54,0.0,-580.0,0,0
1859,43.92,1480.45,900.45,1,0
1860,63.96,6491.13,5911.13,1,0
1861,23.77,0.0,-580.0,0,0
1862,27.45,0.0,-580.0,0,0
1863,70.27,6750.0,6170.0,1,1
1864,21.7,0.0,-580.0,0,0
1865,37.87,0.0,-580.0,0,0
1866,24.99,0.0,-580.0,0,0
1867,11.05,0.0,-580.0,0,0
1868,85.29,6750.0,6170.0,1,1
1869,18.34,0.0,-580.0,0,0
1870,27.72,0.0,-580.0,0,0
1871,43.76,1440.93,860.93,1,0
1872,43.77,1441.85,861.85,1,0
1873,24.12,0.0,-580.0,0,0
1874,24.86,0.0,-580.0,0,0
1875,45.74,1934.81,1354.81,1,0
1876,29.4,0.0,-580.0,0,0
1877,99.15,6750.0,6170.0,1,1
1878,37.75,0.0,-580.0,0,0
1879,23.39,0.0,-580.0,0,0
1880,96.43,6750.0,6170.0,1,1
1881,16.17,0.0,-580.0,0,0
1882,53.65,3912.49,3332.49,1,0
1883,106.24,6750.0,6170.0,1,1
1884,46.7,2174.77,1594.77,1,0
1885,24.56,0.0,-580.0,0,0
1886,11.67,0.0,-580.0,0,0
1887,65.64,6750.0,6170.0,1,1
1888,5.05,0.0,-580.0,0,0
1889,44.16,1539.73,959.73,1,0
1890,99.44,6750.0,6170.0,1,1
1891,62.15,6038.15,5458.15,1,0
1892,56.03,4507.62,3927.62,1,0
1893,66.3,6750.0,6170.0,1,1
1894,25.24,0.0,-580.0,0,0
1895,73.34,6750.0,6170.0,1,1
1896,27.79,0.0,-580.0,0,0
1897,22.55,0.0,-580.0,0,0
1898,13.28,0.0,-580.0,0,0
1899,29.99,0.0,-580.0,0,0
1900,44.79,1696.85,1116.85,1,0
1901,13.5,0.0,-580.0,0,0
1902,30.8,0.0,-580.0,0,0
1903,7.22,0.0,-580.0,0,0
1904,70.28,6750.0,6170.0,1,1
1905,18.8,0.0,-580.0,0,0
1906,150.97,6750.0,6170.0,1,1
1907,36.24,0.0,-580.0,0,0
1908,23.77,0.0,-580.0,0,0
1909,28.88,0.0,-580.0,0,0
1910,31.32,0.0,-580.0,0,0
1911,17.78,0.0,-580.0,0,0
1912,50.98,3245.88,2665.88,1,0
1913,33.13,0.0,-580.0,0,0
1914,58.15,5037.08,4457.08,1,0
1915,59.41,5353.12,4773.12,1,0
1916,34.61,0.0,-580.0,0,0
1917,80.06,6750.0,6170.0,1,1
1918,31.95,0.0,-580.0,0,0
1919,22.65,0.0,-580.0,0,0
1920,53.08,3770.78,3190.78,1,0
1921,24.81,0.0,-580.0,0,0
1922,36.39,0.0,-580.0,0,0
1923,18.96,0.0,-580.0,0,0
1924,51.06,3265.35,2685.35,1,0
1925,34.76,0.0,-580.0,0,0
1926,25.42,0.0,-580.0,0,0
1927,27.83,0.0,-580.0,0,0
1928,37.66,0.0,-580.0,0,0
1929,72.67,6750.0,6170.0,1,1
1930,42.78,1195.16,615.16,1,0
1931,53.48,3871.05,3291.05,1,0
1932,10.66,0.0,-580.0,0,0
1933,22.08,0.0,-580.0,0,0
1934,21.22,0.0,-580.0,0,0
1935,28.31,0.0,-580.0,0,0
1936,25.01,0.0,-580.0,0,0
1937,39.96,491.15,-88.85,1,0
1938,42.73,1182.69,602.69,1,0
1939,41.25,813.12,233.12,1,0
1940,27.25,0.0,-580.0,0,0
1941,42.95,1238.13,658.13,1,0
1942,1.41,0.0,-580.0,0,0
1943,22.31,0.0,-580.0,0,0
1944,12.85,0.0,-580.0,0,0
1945,23.47,0.0,-580.0,0,0
1946,32.15,0.0,-580.0,0,0
1947,71.11,6750.0,6170.0,1,1
1948,80.42,6750.0,6170.0,1,1
1949,37.74,0.0,-580.0,0,0
1950,53.42,3855.26,3275.26,1,0
1951,73.07,6750.0,6170.0,1,1
1952,53.38,3844.43,3264.43,1,0
1953,16.83,0.0,-580.0,0,0
1954,16.61,0.0,-580.0,0,0
1955,8.04,0.0,-580.0,0,0
1956,50.74,3184.25,2604.25,1,0
1957,27.29,0.0,-580.0,0,0
1958,39.41,352.8,-227.2,1,0
1959,69.43,6750.0,6170.0,1,1
1960,12.43,0.0,-580.0,0,0
1961,26.87,0.0,-580.0,0,0
1962,37.6,0.0,-580.0,0,0
1963,86.05,6750.0,6170.0,1,1
1964,16.27,0.0,-580.0,0,0
1965,50.61,3153.16,2573.16,1,0
1966,102.91,6750.0,6170.0,1,1
1967,48.55,2636.57,2056.57,1,0
1968,35.41,0.0,-580.0,0,0
1969,31.22,0.0,-580.0,0,0
1970,43.02,1255.17,675.17,1,0
1971,48.35,2587.72,2007.72,1,0
1972,57.96,4990.18,4410.18,1,0
1973,23.57,0.0,-580.0,0,0
1974,18.6,0.0,-580.0,0,0
1975,107.17,6750.0,6170.0,1,1
1976,20.35,0.0,-580.0,0,0
1977,69.9,6750.0,6170.0,1,1
1978,69.59,6750.0,6170.0,1,1
1979,6.49,0.0,-580.0,0,0
1980,12.41,0.0,-580.0,0,0
1981,68.83,6750.0,6170.0,1,1
1982,39.42,354.86,-225.14,1,0
1983,1.83,0.0,-580.0,0,0
1984,17.0,0.0,-580.0,0,0
1985,9.91,0.0,-580.0,0,0
1986,25.11,0.0,-580.0,0,0
1987,42.75,1188.52,608.52,1,0
1988,33.06,0.0,-580.0,0,0
1989,42.89,1222.5,642.5,1,0
1990,51.69,3421.35,2841.35,1,0
1991,36.28,0.0,-580.0,0,0
1992,17.6,0.0,-580.0,0,0
1993,19.1,0.0,-580.0,0,0
1994,62.9,6226.23,5646.23,1,0
1995,109.96,6750.0,6170.0,1,1
1996,14.71,0.0,-580.0,0,0
1997,27.4,0.0,-580.0,0,0
1998,9.52,0.0,-580.0,0,0
1999,34.18,0.0,-580.0,0,0
2000,55.16,4289.02,3709.02,1,0
2001,87.04,6750.0,6170.0,1,1
2002,52.07,3517.97,2937.97,1,0
2003,17.01,0.0,-580.0,0,0
2004,5.06,0.0,-580.0,0,0
2005,28.43,0.0,-580.0,0,0
2006,48.61,2653.54,2073.54,1,0
2007,36.53,0.0,-580.0,0,0
2008,18.42,0.0,-580.0,0,0
2009,87.13,6750.0,6170.0,1,1
2010,29.31,0.0,-580.0,0,0
2011,30.72,0.0,-580.0,0,0
2012,37.34,0.0,-580.0,0,0
2013,4.99,0.0,-580.0,0,0
2014,17.48,0.0,-580.0,0,0
2015,35.01,0.0,-580.0,0,0
2016,56.68,4669.67,4089.67,1,0
2017,35.07,0.0,-580.0,0,0
2018,95.8,6750.0,6170.0,1,1
2019,35.87,0.0,-580.0,0,0
2020,39.0,250.1,-329.9,1,0
2021,27.38,0.0,-580.0,0,0
2022,58.64,5159.5,4579.5,1,0
2023,35.9,0.0,-580.0,0,0
2024,87.73,6750.0,6170.0,1,1
2025,37.27,0.0,-580.0,0,0
2026,16.79,0.0,-580.0,0,0
2027,54.2,4048.94,3468.94,1,0
2028,34.87,0.0,-580.0,0,0
2029,121.53,6750.0,6170.0,1,1
2030,29.72,0.0,-580.0,0,0
2031,28.53,0.0,-580.0,0,0
2032,18.27,0.0,-580.0,0,0
2033,103.97,6750.0,6170.0,1,1
2034,58.72,5180.33,4600.33,1,0
2035,10.09,0.0,-580.0,0,0
2036,65.96,6750.0,6170.0,1,1
2037,92.79,6750.0,6170.0,1,1
2038,10.54,0.0,-580.0,0,0
2039,68.74,6750.0,6170.0,1,1
2040,85.91,6750.0,6170.0,1,1
2041,45.53,1881.64,1301.64,1,0
2042,25.58,0.0,-580.0,0,0
2043,55.86,4465.42,3885.42,1,0
2044,31.07,0.0,-580.0,0,0
2045,59.88,5470.8,4890.8,1,0
2046,87.65,6750.0,6170.0,1,1
2047,19.77,0.0,-580.0,0,0
2048,26.23,0.0,-580.0,0,0
2049,36.35,0.0,-580.0,0,0
2050,45.12,1780.62,1200.62,1,0
2051,38.14,34.21,-545.79,1,0
2052,107.8,6750.0,6170.0,1,1
2053,25.24,0.0,-580.0,0,0
2054,56.27,4568.35,3988.35,1,0
2055,32.92,0.0,-580.0,0,0
2056,109.16,6750.0,6170.0,1,1
2057,2.97,0.0,-580.0,0,0
2058,46.76,2191.12,1611.12,1,0
2059,33.3,0.0,-580.0,0,0
2060,80.93,6750.0,6170.0,1,1
2061,53.82,3954.45,3374.45,1,0
2062,56.73,4683.53,4103.53,1,0
2063,29.96,0.0,-580.0,0,0
2064,64.48,6620.08,6040.08,1,0
2065,6.14,0.0,-580.0,0,0
2066,11.98,0.0,-580.0,0,0
2067,31.37,0.0,-580.0,0,0
2068,6.35,0.0,-580.0,0,0
2069,13.17,0.0,-580.0,0,0
2070,42.58,1145.84,565.84,1,0
2071,72.68,6750.0,6170.0,1,1
2072,68.5,6750.0,6170.0,1,1
2073,88.53,6750.0,6170.0,1,1
2074,30.48,0.0,-580.0,0,0
2075,40.24,561.07,-18.93,1,0
2076,50.21,3053.1,2473.1,1,0
2077,17.59,0.0,-580.0,0,0
2078,49.46,2863.97,2283.97,1,0
2079,40.1,524.59,-55.41,1,0
2080,58.17,5043.22,4463.22,1,0
2081,54.52,4129.86,3549.86,1,0
2082,35.1,0.0,-580.0,0,0
2083,68.19,6750.0,6170.0,1,1
2084,32.57,0.0,-580.0,0,0
2085,68.66,6750.0,6170.0,1,1
2086,11.82,0.0,-580.0,0,0
2087,13.7,0.0,-580.0,0,0
2088,59.88,5469.27,4889.27,1,0
2089,97.3,6750.0,6170.0,1,1
2090,58.09,5022.34,4442.34,1,0
2091,76.58,6750.0,6170.0,1,1
2092,107.93,6750.0,6170.0,1,1
2093,70.81,6750.0,6170.0,1,1
2094,72.31,6750.0,6170.0,1,1
2095,36.72,0.0,-580.0,0,0
2096,68.93,6750.0,6170.0,1,1
2097,78.16,6750.0,6170.0,1,1
2098,28.25,0.0,-580.0,0,0
2099,48.64,2659.53,2079.53,1,0
2100,43.52,1379.0,799.0,1,0
2101,59.48,5370.28,4790.28,1,0
2102,36.31,0.0,-580.0,0,0
2103,56.44,4610.76,4030.76,1,0
2104,48.7,2674.75,2094.75,1,0
2105,60.42,5603.97,5023.97,1,0
2106,23.57,0.0,-580.0,0,0
2107,99.54,6750.0,6170.0,1,1
2108,33.04,0.0,-580.0,0,0
2109,33.49,0.0,-580.0,0,0
2110,59.45,5363.67,4783.67,1,0
2111,38.55,137.88,-442.12,1,0
2112,66.52,6750.0,6170.0,1,1
2113,34.64,0.0,-580.0,0,0
2114,39.45,361.92,-218.08,1,0
2115,46.82,2204.93,1624.93,1,0
2116,52.23,3556.45,2976.45,1,0
2117,17.93,0.0,-580.0,0,0
2118,17.78,0.0,-580.0,0,0
2119,12.6,0.0,-580.0,0,0
2120,67.0,6750.0,6170.0,1,1
2121,23.92,0.0,-580.0,0,0
2122,28.78,0.0,-580.0,0,0
2123,3.12,0.0,-580.0,0,0
2124,45.24,1808.95,1228.95,1,0
2125,10.71,0.0,-580.0,0,0
2126,70.86,6750.0,6170.0,1,1
2127,44.86,1715.51,1135.51,1,0
2128,84.19,6750.0,6170.0,1,1
2129,98.51,6750.0,6170.0,1,1
2130,78.15,6750.0,6170.0,1,1
2131,24.56,0.0,-580.0,0,0
2132,15.34,0.0,-580.0,0,0
2133,31.22,0.0,-580.0,0,0
2134,7.49,0.0,-580.0,0,0
2135,35.72,0.0,-580.0,0,0
2136,62.92,6230.61,5650.61,1,0
2137,99.78,6750.0,6170.0,1,1
2138,13.44,0.0,-580.0,0,0
2139,15.26,0.0,-580.0,0,0
2140,71.12,6750.0,6170.0,1,1
2141,3.46,0.0,-580.0,0,0
2142,47.02,2254.38,1674.38,1,0
2143,20.69,0.0,-580.0,0,0
2144,48.39,2598.38,2018.38,1,0
2145,7.96,0.0,-580.0,0,0
2146,49.19,2797.3,2217.3,1,0
2147,81.37,6750.0,6170.0,1,1
2148,36.7,0.0,-580.0,0,0
2149,32.21,0.0,-580.0,0,0
2150,34.31,0.0,-580.0,0,0
2151,21.35,0.0,-580.0,0,0
2152,65.72,6750.0,6170.0,1,1
2153,42.66,1164.93,584.93,1,0
2154,19.02,0.0,-580.0,0,0
2155,86.31,6750.0,6170.0,1,1
2156,51.03,3256.53,2676.53,1,0
2157,0.0,0.0,-580.0,0,0
2158,40.38,595.27,15.27,1,0
2159,48.83,2707.87,2127.87,1,0
2160,61.33,5831.4,5251.4,1,0
2161,7.07,0.0,-580.0,0,0
2162,51.48,3368.97,2788.97,1,0
2163,38.81,201.53,-378.47,1,0
2164,67.56,6750.0,6170.0,1,1
2165,42.48,1118.81,538.81,1,0
2166,23.35,0.0,-580.0,0,0
2167,83.87,6750.0,6170.0,1,1
2168,14.46,0.0,-580.0,0,0
2169,73.44,6750.0,6170.0,1,1
2170,33.84,0.0,-580.0,0,0
2171,50.11,3027.47,2447.47,1,0
2172,17.56,0.0,-580.0,0,0
2173,24.0,0.0,-580.0,0,0
2174,43.68,1420.62,840.62,1,0
2175,108.85,6750.0,6170.0,1,1
2176,77.96,6750.0,6170.0,1,1
2177,72.55,6750.0,6170.0,1,1
2178,31.91,0.0,-580.0,0,0
2179,39.85,461.26,-118.74,1,0
2180,23.38,0.0,-580.0,0,0
2181,24.86,0.0,-580.0,0,0
2182,34.33,0.0,-580.0,0,0
2183,13.33,0.0,-580.0,0,0
2184,35.36,0.0,-580.0,0,0
2185,57.48,4869.35,4289.35,1,0
2186,21.54,0.0,-580.0,0,0
2187,19.48,0.0,-580.0,0,0
2188,27.03,0.0,-580.0,0,0
2189,31.25,0.0,-580.0,0,0
2190,43.07,1268.29,688.29,1,0
2191,25.16,0.0,-580.0,0,0
2192,77.89,6750.0,6170.0,1,1
2193,103.87,6750.0,6170.0,1,1
2194,40.56,640.32,60.32,1,0
2195,92.48,6750.0,6170.0,1,1
2196,67.99,6750.0,6170.0,1,1
2197,49.29,2822.43,2242.43,1,0
2198,24.56,0.0,-580.0,0,0
2199,29.48,0.0,-580.0,0,0
2200,37.13,0.0,-580.0,0,0
2201,46.14,2035.94,1455.94,1,0
2202,50.5,3123.98,2543.98,1,0
2203,16.86,0.0,-580.0,0,0
2204,23.7,0.0,-580.0,0,0
2205,22.05,0.0,-580.0,0,0
2206,29.11,0.0,-580.0,0,0
2207,4.34,0.0,-580.0,0,0
2208,58.33,5082.05,4502.05,1,0
2209,31.42,0.0,-580.0,0,0
2210,22.85,0.0,-580.0,0,0
2211,3.52,0.0,-580.0,0,0
2212,87.45,6750.0,6170.0,1,1
2213,37.19,0.0,-580.0,0,0
2214,86.09,6750.0,6170.0,1,1
2215,35.96,0.0,-580.0,0,0
2216,12.48,0.0,-580.0,0,0
2217,42.32,1081.15,501.15,1,0
2218,55.88,4470.27,3890.27,1,0
2219,45.6,1900.94,1320.94,1,0
2220,7.7,0.0,-580.0,0,0
2221,22.32,0.0,-580.0,0,0
2222,74.35,6750.0,6170.0,1,1
2223,34.27,0.0,-580.0,0,0
2224,60.72,5679.49,5099.49,1,0
2225,75.04,6750.0,6170.0,1,1
2226,20.6,0.0,-580.0,0,0
2227,12.18,0.0,-580.0,0,0
2228,14.71,0.0,-580.0,0,0
2229,57.15,4788.5,4208.5,1,0
2230,42.63,1158.03,578.03,1,0
2231,135.36,6750.0,6170.0,1,1
2232,26.81,0.0,-580.0,0,0
2233,46.12,2030.49,1450.49,1,0
2234,33.48,0.0,-580.0,0,0
2235,27.47,0.0,-580.0,0,0
2236,20.57,0.0,-580.0,0,0
2237,31.1,0.0,-580.0,0,0
2238,59.3,5325.23,4745.23,1,0
2239,15.98,0.0,-580.0,0,0
2240,147.56,6750.0,6170.0,1,1
2241,32.2,0.0,-580.0,0,0
2242,70.43,6750.0,6170.0,1,1
2243,39.5,373.9,-206.1,1,0
2244,49.56,2889.98,2309.98,1,0
2245,27.47,0.0,-580.0,0,0
2246,117.25,6750.0,6170.0,1,1
2247,29.68,0.0,-580.0,0,0
2248,27.2,0.0,-580.0,0,0
2249,32.89,0.0,-580.0,0,0
2250,32.03,0.0,-580.0,0,0
2251,20.8,0.0,-580.0,0,0
2252,33.73,0.0,-580.0,0,0
2253,107.16,6750.0,6170.0,1,1
2254,23.29,0.0,-580.0,0,0
2255,40.54,635.74,55.74,1,0
2256,15.65,0.0,-580.0,0,0
2257,34.45,0.0,-580.0,0,0
2258,28.61,0.0,-580.0,0,0
2259,14.9,0.0,-580.0,0,0
2260,58.0,4999.45,4419.45,1,0
2261,113.27,6750.0,6170.0,1,1
2262,6.33,0.0,-580.0,0,0
2263,13.69,0.0,-580.0,0,0
2264,89.67,6750.0,6170.0,1,1
2265,34.19,0.0,-580.0,0,0
2266,38.35,86.79,-493.21,1,0
2267,119.09,6750.0,6170.0,1,1
2268,98.15,6750.0,6170.0,1,1
2269,40.12,530.06,-49.94,1,0
2270,100.62,6750.0,6170.0,1,1
2271,85.22,6750.0,6170.0,1,1
2272,24.09,0.0,-580.0,0,0
2273,115.81,6750.0,6170.0,1,1
2274,18.95,0.0,-580.0,0,0
2275,52.7,3675.97,3095.97,1,0
2276,25.77,0.0,-580.0,0,0
2277,35.22,0.0,-580.0,0,0
2278,11.47,0.0,-580.0,0,0
2279,28.93,0.0,-580.0,0,0
2280,45.05,1763.05,1183.05,1,0
2281,83.61,6750.0,6170.0,1,1
2282,27.26,0.0,-580.0,0,0
2283,59.5,5374.8,4794.8,1,0
2284,14.67,0.0,-580.0,0,0
2285,40.87,718.4,138.4,1,0
2286,61.09,5771.3,5191.3,1,0
2287,16.98,0.0,-580.0,0,0
2288,64.81,6702.57,6122.57,1,0
2289,51.02,3255.94,2675.94,1,0
2290,76.81,6750.0,6170.0,1,1
2291,98.5,6750.0,6170.0,1,1
2292,12.18,0.0,-580.0,0,0
2293,72.2,6750.0,6170.0,1,1
2294,34.13,0.0,-580.0,0,0
2295,21.85,0.0,-580.0,0,0
2296,21.4,0.0,-580.0,0,0
2297,41.83,958.56,378.56,1,0
2298,40.58,644.06,64.06,1,0
2299,22.76,0.0,-580.0,0,0
2300,43.25,1313.1,733.1,1,0
2301,17.67,0.0,-580.0,0,0
2302,50.03,3008.69,2428.69,1,0
2303,32.37,0.0,-580.0,0,0
2304,39.73,432.65,-147.35,1,0
2305,8.22,0.0,-580.0,0,0
2306,75.15,6750.0,6170.0,1,1
2307,75.71,6750.0,6170.0,1,1
2308,73.87,6750.0,6170.0,1,1
2309,43.05,1262.14,682.14,1,0
2310,56.89,4722.71,4142.71,1,0
2311,41.15,788.61,208.61,1,0
2312,19.67,0.0,-580.0,0,0
2313,33.83,0.0,-580.0,0,0
2314,51.75,3438.3,2858.3,1,0
2315,51.97,3491.43,2911.43,1,0
2316,11.28,0.0,-580.0,0,0
2317,53.16,3789.18,3209.18,1,0
2318,120.7,6750.0,6170.0,1,1
2319,22.73,0.0,-580.0,0,0
2320,18.26,0.0,-580.0,0,0
2321,56.23,4558.14,3978.14,1,0
2322,27.29,0.0,-580.0,0,0
2323,102.02,6750.0,6170.0,1,1
2324,37.77,0.0,-580.0,0,0
2325,31.79,0.0,-580.0,0,0
2326,35.94,0.0,-580.0,0,0
2327,82.87,6750.0,6170.0,1,1
2328,32.55,0.0,-580.0,0,0
2329,15.67,0.0,-580.0,0,0
2330,31.76,0.0,-580.0,0,0
2331,38.3,75.15,-504.85,1,0
2332,38.37,92.1,-487.9,1,0
2333,24.37,0.0,-580.0,0,0
2334,49.08,2769.01,2189.01,1,0
2335,35.74,0.0,-580.0,0,0
2336,29.87,0.0,-580.0,0,0
2337,36.26,0.0,-580.0,0,0
2338,30.95,0.0,-580.0,0,0
2339,80.16,6750.0,6170.0,1,1
2340,19.48,0.0,-580.0,0,0
2341,81.15,6750.0,6170.0,1,1
2342,42.56,1140.4,560.4,1,0
2343,50.72,3179.45,2599.45,1,0
2344,15.75,0.0,-580.0,0,0
2345,43.84,1459.89,879.89,1,0
2346,11.08,0.0,-580.0,0,0
2347,32.92,0.0,-580.0,0,0
2348,64.02,6505.24,5925.24,1,0
2349,32.8,0.0,-580.0,0,0
